hanzi,tl,frequency,poj
統計圖,thóng-kè-tôo,16,thóng-kè-tô͘
統計表,thóng-kè-pió,16,thóng-kè-pió
經倒,kenn--tó,16,keⁿ--tó
綠島鄉,li̍k-tó-hiong,16,le̍k-tó-hiong
綠建築,li̍k-kiàn-tio̍k,16,le̍k-kiàn-tio̍k
維生素,uî-sing-sòo,16,ûi-seng-sò͘
維管束,uî-kńg-sok,16,ûi-kńg-sok
網狀脈,bāng-tsōng-me̍h,16,bāng-chōng-me̍h
線段圖,suànn-tuānn-tôo,16,sòaⁿ-tōaⁿ-tô͘
線逝圖,suànn-tsuā-tôo,16,sòaⁿ-chōa-tô͘
縣政府,kuān-tsìng-hú,16,koān-chèng-hú
縣議會,kuān-gī-huē,16,koān-gī-hōe
縮小圖,sok-sió-tôo,16,sok-sió-tô͘
總督府,tsóng-tok-hú,16,chóng-tok-hú
織女星,tsit-lí-tshenn,16,chit-lí-chheⁿ
罰球區,hua̍t-kiû-khu,16,hoa̍t-kiû-khu
美術館,bí-su̍t-kuán,16,bí-su̍t-koán
羽調式,ú-tiāu-sik,16,ú-tiāu-sek
習寫字,si̍p-siá-jī,16,si̍p-siá-jī
考試院,khó-tshì-īnn,16,khó-chhì-īⁿ
耳空吱,hīnn-khang-ki,16,hīⁿ-khang-ki
耶誕節,iâ-tàn-tseh,16,iâ-tàn-cheh
聯合國,liân-ha̍p-kok,16,liân-ha̍p-kok
聽故事,thiann-kòo-sū,16,thiaⁿ-kò͘-sū
肉粽節,bah-tsàng-tseh,16,bah-chàng-cheh
肌耐力,ki-nāi-li̍k,16,ki-nāi-le̍k
肝包油,kuann-pau-iû,16,koaⁿ-pau-iû
肝硬化,kuann-ngē-huà,16,koaⁿ-ngē-hòa
肺活量,hì-ua̍h-liōng,16,hì-oa̍h-liōng
胃腸炎,uī-tn̂g-iām,16,ūi-tn̂g-iām
背風面,puē-hong-bīn,16,pōe-hong-bīn
胎兒期,thai-jî-kî,16,thai-jî-kî
胎生栽,thai-sing-tsai,16,thai-seng-chai
胎生苗,thai-sing-biâu,16,thai-seng-biâu
胰島素,î-tó-sòo,16,î-tó-sò͘
脫氧劑,thuat-ióng-tse,16,thoat-ióng-che
腐蝕性,hú-si̍t-sìng,16,hú-si̍t-sèng
腦中風,náu-tiòng-hong,16,náu-tiòng-hong
腰子病,io-tsí-pēnn,16,io-chí-pēⁿ
腸病毒,tn̂g-pēnn-to̍k,16,tn̂g-pēⁿ-to̍k
膨尾鼠,phòng-bué-tshí,16,phòng-bóe-chhí
膨紗衫,phòng-se-sann,16,phòng-se-saⁿ
自然段,tsū-jiân-tuānn,16,chū-jiân-tōaⁿ
自然界,tsū-jiân-kài,16,chū-jiân-kài
自由球,tsū-iû-kiû,16,chū-iû-kiû
自輪車,tsū-lián-tshia,16,chū-lián-chhia
自轉車,tsū-tsuán-tshia,16,chū-choán-chhia
臭去,tshàu--khì,16,chhàu--khì
臭柿仔,tshàu-khī-á,16,chhàu-khī-á
臺灣島,tâi-uân-tó,16,tâi-oân-tó
色鉛筆,sik-iân-pit,16,sek-iân-pit
芭蕾舞,pa-lê-bú,16,pa-lê-bú
花菜類,hue-tshài-luī,16,hoe-chhài-lūi
花蓮溪,hua-liân-khe,16,hoa-liân-khe
英仙座,ing-sian-tsō,16,eng-sian-chō
英國管,ing-kok-kuán,16,eng-kok-koán
茭白筍,kha-pe̍h-sún,16,kha-pe̍h-sún
草本莖,tsháu-pún-king,16,chháu-pún-keng
荷蘭人,hô-lân-lâng,16,hô-lân-lâng
菜蔬類,tshài-se-luī,16,chhài-se-lūi
華氏,huâ--sī,16,hôa--sī
萬分位,bān-hun-uī,16,bān-hun-ūi
落地掃,lo̍h-tē-sàu,16,lo̍h-tē-sàu
落山風,lo̍h-suann-hong,16,lo̍h-soaⁿ-hong
葉仔形,hio̍h-á-hîng,16,hio̍h-á-hêng
葉仔柄,hio̍h-á-pènn,16,hio̍h-á-pèⁿ
葉仔邊,hio̍h-á-pinn,16,hio̍h-á-piⁿ
葉菜類,hio̍h-tshài-luī,16,hio̍h-chhài-lūi
葵扇形,khuê-sìnn-hîng,16,khôe-sìⁿ-hêng
蒸氣機,tsing-khì-ki,16,cheng-khì-ki
蔬菜類,soo-tshài-luī,16,so͘-chhài-lūi
薄鹽酸,po̍h-iâm-sng,16,po̍h-iâm-sng
藏書票,tsông-su-phiò,16,chông-su-phiò
號頭聲,hō-thâu-siann,16,hō-thâu-siaⁿ
虹吸瓶,hông-khip-pân,16,hông-khip-pân
蛤仔泅,kap-á-siû,16,kap-á-siû
蜂仔炮,phang-á-phàu,16,phang-á-phàu
蠓仔薰,báng-á-hun,16,báng-á-hun
蠓仔香,báng-á-hiunn,16,báng-á-hiuⁿ
行政院,hîng-tsìng-īnn,16,hêng-chèng-īⁿ
街路圖,ke-lōo-tôo,16,ke-lō͘-tô͘
表演者,piáu-ián-tsiá,16,piáu-ián-chiá
表面積,piáu-bīn-tsik,16,piáu-bīn-chek
衫仔弓,sann-á-king,16,saⁿ-á-keng
衫仔架,sann-á-kè,16,saⁿ-á-kè
衫架仔,sann-kè-á,16,saⁿ-kè-á
被乘數,pī-sîng-sòo,16,pī-sêng-sò͘
被加數,pī-ka-sòo,16,pī-ka-sò͘
被減數,pī-kiám-sòo,16,pī-kiám-sò͘
被除數,pī-tî-sòo,16,pī-tî-sò͘
裝飾音,tsong-sik-im,16,chong-sek-im
製造業,tsè-tsō-gia̍p,16,chè-chō-gia̍p
西半球,sai-puànn-kiû,16,sai-pòaⁿ-kiû
西卡紙,se-khah-tsuá,16,se-khah-chóa
西螺溪,sai-lê-khe,16,sai-lê-khe
覆水泅,phak-tsuí-siû,16,phak-chúi-siû
規律性,kui-lu̍t-sìng,16,kui-lu̍t-sèng
視星等,sī-tshenn-tíng,16,sī-chheⁿ-téng
觀光業,kuan-kong-gia̍p,16,koan-kong-gia̍p
觀察力,kuan-tshat-li̍k,16,koan-chhat-le̍k
角調式,kak-tiāu-sik,16,kak-tiāu-sek
解嚴令,kái-giâm-līng,16,kái-giâm-lēng
解析度,kái-sik-tōo,16,kái-sek-tō͘
計時器,kè-sî-khì,16,kè-sî-khì
計算式,kè-sǹg-sik,16,kè-sǹg-sek
記敘文,kì-sū-bûn,16,kì-sū-bûn
設問法,siat-būn-huat,16,siat-būn-hoat
設計圖,siat-kè-tôo,16,siat-kè-tô͘
設計師,siat-kè-su,16,siat-kè-su
設計感,siat-kè-kám,16,siat-kè-kám
設計者,siat-kè-tsiá,16,siat-kè-chiá
註解號,tsù-kái-hō,16,chù-kái-hō
認讀字,jīn-tha̍k-jī,16,jīn-tha̍k-jī
語言列,gí-giân-lia̍t,16,gí-giân-lia̍t
語體文,gí-thé-bûn,16,gí-thé-bûn
調節輪,tiâu-tsiat-lûn,16,tiâu-chiat-lûn
議論文,gī-lūn-bûn,16,gī-lūn-bûn
變奏曲,piàn-tsàu-khik,16,piàn-chàu-khek
豬肝色,ti-kuann-sik,16,ti-koaⁿ-sek
賊仔星,tsha̍t-á-tshenn,16,chha̍t-á-chheⁿ
質因數,tsit-in-sòo,16,chit-in-sò͘
赤尾鮐,tshiah-bué-tai,16,chhiah-bóe-tai
赤崁樓,tshiah-khàm-lâu,16,chhiah-khàm-lâu
走相掠,tsáu-sio-lia̍h,16,cháu-sio-lia̍h
走相逐,tsáu-sio-jiok,16,cháu-sio-jiok
超距力,tshiau-kī-li̍k,16,chhiau-kī-le̍k
超連結,tshiau-liân-kiat,16,chhiau-liân-kiat
跙流籠,tshū-liû-lông,16,chhū-liû-lông
跤踏車,kha-ta̍h-tshia,16,kha-ta̍h-chhia
跳索仔,thiàu-soh-á,16,thiàu-soh-á
踢踏舞,that-ta̍h-bú,16,that-ta̍h-bú
身份證,sin-hūn-tsìng,16,sin-hūn-chèng
身軀身,sin-khu-sin,16,sin-khu-sin
車齒組,tshia-khí-tsoo,16,chhia-khí-cho͘
軸半徑,ti̍k-puànn-kìng,16,te̍k-pòaⁿ-kèng
載物臺,tsài-bu̍t-tâi,16,chài-bu̍t-tâi
輪半徑,lián-puànn-kìng,16,lián-pòaⁿ-kèng
轉大人,tńg-tuā-lâng,16,tńg-tōa-lâng
轉折句,tsuán-tsiat-kù,16,choán-chiat-kù
轉折號,tsuán-tsiat-hō,16,choán-chiat-hō
轉踅盤,tńg-se̍h-puânn,16,tńg-se̍h-pôaⁿ
農作物,lông-tsok-bu̍t,16,lông-chok-bu̍t
農民曆,lông-bîn-li̍k,16,lông-bîn-le̍k
退片鈕,thè-phìnn-liú,16,thè-phìⁿ-liú
透大風,thàu-tuā-hong,16,thàu-tōa-hong
透視法,thàu-sī-huat,16,thàu-sī-hoat
造字法,tsō-jī-huat,16,chō-jī-hoat
連接號,liân-tsiap-hō,16,liân-chiap-hō
連接詞,liân-tsiap-sû,16,liân-chiap-sû
連紲音,liân-suà-im,16,liân-sòa-im
連結線,liân-kiat-suànn,16,liân-kiat-sòaⁿ
連貫句,liân-kuàn-kù,16,liân-koàn-kù
連通管,liân-thong-kóng,16,liân-thong-kóng
進行曲,tsìn-hîng-khik,16,chìn-hêng-khek
運動埕,ūn-tōng-tiânn,16,ūn-tōng-tiâⁿ
運動場,ūn-tōng-tiûnn,16,ūn-tōng-tiûⁿ
運動會,ūn-tōng-huē,16,ūn-tōng-hōe
運動量,ūn-tōng-liōng,16,ūn-tōng-liōng
運筆法,ūn-pit-huat,16,ūn-pit-hoat
過境鳥,kuè-kíng-tsiáu,16,kòe-kéng-chiáu
過年錢,kuè-nî-tsînn,16,kòe-nî-chîⁿ
過敏原,kuè-bín-guân,16,kòe-bín-goân
過渡句,kuè-tōo-kù,16,kòe-tō͘-kù
過渡段,kuè-tōo-tuānn,16,kòe-tō͘-tōaⁿ
選擇句,suán-ti̍k-kù,16,soán-te̍k-kù
部份量,pōo-hūn-liōng,16,pō͘-hūn-liōng
都市化,too-tshī-huà,16,to͘-chhī-hòa
鄉公所,hiong-kong-sóo,16,hiong-kong-só͘
鄭克塽,tēnn-khik-sóng,16,tēⁿ-khek-sóng
鄭成功,tēnn-sîng-kong,16,tēⁿ-sêng-kong
酒精燈,tsiú-tsing-ting,16,chiú-cheng-teng
酸鹼度,sng-kinn-tōo,16,sng-kiⁿ-tō͘
酸鹼性,sng-kinn-sìng,16,sng-kiⁿ-sèng
醫生館,i-sing-kuán,16,i-seng-koán
重耽字,tîng-tânn-jī,16,têng-tâⁿ-jī
重號名,tîng-hō-miâ,16,têng-hō-miâ
金剛石,kim-kong-tsio̍h,16,kim-kong-chio̍h
金屬片,kim-sio̍k-phìnn,16,kim-sio̍k-phìⁿ
金牛座,kim-gû-tsō,16,kim-gû-chō
金翼仔,kim-si̍t-á,16,kim-si̍t-á
金門島,kim-mn̂g-tó,16,kim-mn̂g-tó
鋰電池,lí-tiān-tî,16,lí-tiān-tî
鋼琴曲,kǹg-khîm-khik,16,kǹg-khîm-khek
錢筒仔,tsînn-tâng-á,16,chîⁿ-tâng-á
錯別字,tshò-pia̍t-jī,16,chhò-pia̍t-jī
鎮公所,tìn-kong-sóo,16,tìn-kong-só͘
鐵生鉎,thih-senn-sian,16,thih-seⁿ-sian
鐵製品,thih-tsè-phín,16,thih-chè-phín
長方形,tiông-hong-hîng,16,tiông-hong-hêng
長方體,tn̂g-hong-thé,16,tn̂g-hong-thé
長株形,tn̂g-tu-hîng,16,tn̂g-tu-hêng
長篙形,tn̂g-ko-hîng,16,tn̂g-ko-hêng
長頓點,tn̂g-tùn-tiám,16,tn̂g-tùn-tiám
長𥰔仔,tn̂g-phín-á,16,tn̂g-phín-á
閃避球,siám-pī-kiû,16,siám-pī-kiû
開合跳,khui-ha̍p-thiàu,16,khui-ha̍p-thiàu
開臊節,khui-tsho-tseh,16,khui-chho-cheh
間隔號,kàn-keh-hō,16,kàn-keh-hō
閬隔數,làng-keh-sòo,16,làng-keh-sò͘
關係圖,kuan-hē-tôo,16,koan-hē-tô͘
關鍵句,kuan-kiān-kù,16,koan-kiān-kù
防曝膏,hông-pha̍k-ko,16,hông-pha̍k-ko
防腐劑,hông-hú-tse,16,hông-hú-che
防風颱,hông-hong-thai,16,hông-hong-thai
降半音,kàng-puànn-im,16,kàng-pòaⁿ-im
陳情書,tîn-tsîng-su,16,tîn-chêng-su
雄黃酒,hiông-hông-tsiú,16,hiông-hông-chiú
集散地,tsi̍p-sàn-tē,16,chi̍p-sàn-tē
雕刻品,tiau-khik-phín,16,tiau-khek-phín
雙字詞,siang-jī-sû,16,siang-jī-sû
雨層雲,hōo-tsân-hûn,16,hō͘-chân-hûn
雨量器,hōo-liōng-khì,16,hō͘-liōng-khì
雪文粉,sap-bûn-hún,16,sap-bûn-hún
零星錢,lân-san-tsînn,16,lân-san-chîⁿ
雷射光,luî-siā-kng,16,lûi-siā-kng
電火布,tiān-hué-pòo,16,tiān-hóe-pò͘
電球仔,tiān-kiû-á,16,tiān-kiû-á
電磁波,tiān-tsû-pho,16,tiān-chû-pho
電著,tiān--tio̍h,16,tiān--tio̍h
電解質,tiān-kái-tsit,16,tiān-kái-chit
青年期,tshing-liân-kî,16,chheng-liân-kî
青年節,tshing-liân-tseh,16,chheng-liân-cheh
青春期,tshing-tshun-kî,16,chheng-chhun-kî
青竹絲,tshenn-tik-si,16,chheⁿ-tek-si
青翼仔,tshenn-si̍t-á,16,chheⁿ-si̍t-á
青苔類,tshenn-thî-luī,16,chheⁿ-thî-lūi
青黴素,tshenn-bî-sòo,16,chheⁿ-bî-sò͘
青黴菌,tshenn-bî-khún,16,chheⁿ-bî-khún
音樂家,im-ga̍k-ka,16,im-ga̍k-ka
音樂廳,im-ga̍k-thiann,16,im-ga̍k-thiaⁿ
音樂會,im-ga̍k-huē,16,im-ga̍k-hōe
音樂聲,im-ga̍k-siann,16,im-ga̍k-siaⁿ
音符頭,im-hû-thâu,16,im-hû-thâu
頂下文,tíng-ē-bûn,16,téng-ē-bûn
頂四管,tíng-sì-kuán,16,téng-sì-koán
頂弦月,tíng-hiân-gue̍h,16,téng-hiân-goe̍h
順敘法,sūn-sū-huat,16,sūn-sū-hoat
領事館,líng-sū-kuán,16,léng-sū-koán
頭前齒,thâu-tsîng-khí,16,thâu-chêng-khí
頷胿腺,ām-kui-suànn,16,ām-kui-sòaⁿ
頷頸珠,ām-kún-tsu,16,ām-kún-chu
顯微鏡,hián-bî-kiànn,16,hián-bî-kiàⁿ
風力計,hong-li̍k-kè,16,hong-le̍k-kè
風吹形,hong-tshue-hîng,16,hong-chhoe-hêng
風景畫,hong-kíng-uē,16,hong-kéng-ōe
風颱眼,hong-thai-gán,16,hong-thai-gán
飛馬座,hui-má-tsō,16,hui-má-chō
香港跤,hiong-káng-kha,16,hiong-káng-kha
馬拉松,ma-lá-sóng,16,ma-lá-sóng
驚嘆號,king-thàn-hō,16,keng-thàn-hō
骨疼熱,kut-thiànn-jia̍t,16,kut-thiàⁿ-jia̍t
骨骼肌,kut-keh-ki,16,kut-keh-ki
體適能,thé-sik-lîng,16,thé-sek-lêng
高科技,ko-kho-ki,16,ko-kho-ki
高纖維,ko-tshiam-uî,16,ko-chhiam-ûi
高血壓,ko-hueh-ap,16,ko-hoeh-ap
高齡化,ko-lîng-huà,16,ko-lêng-hòa
鬼針草,kuí-tsiam-tsháu,16,kúi-chiam-chháu
魔方陣,môo-hong-tīn,16,mô͘-hong-tīn
魚尾叉,hî-bué-tshe,16,hî-bóe-chhe
魚腹翼,hî-pak-si̍t,16,hî-pak-si̍t
鵝鑾鼻,gô-luân-phīnn,16,gô-loân-phīⁿ
麻芳斜,muâ-phang-tshua̍h,16,môa-phang-chhoa̍h
麻芳範,muâ-phang-huān,16,môa-phang-hoān
黃酸雨,n̂g-sng-hōo,16,n̂g-sng-hō͘
鼓吹樂,kóo-tshue-ga̍k,16,kó͘-chhoe-ga̍k
齒岸炎,khí-huānn-iām,16,khí-hōaⁿ-iām
齒輪組,khí-lûn-tsoo,16,khí-lûn-cho͘
齒頭仔,khí-thâu-á,16,khí-thâu-á
龜山島,ku-suann-tó,16,ku-soaⁿ-tó
𥰔仔空,phín-á-khang,16,phín-á-khang
𥰔仔聲,phín-á-siann,16,phín-á-siaⁿ
𥰔仔膜,phín-á-mo̍oh,16,phín-á-mo̍͘h
𥰔仔音,phín-á-im,16,phín-á-im
漢字,hàn-jī,15,hàn-jī
A型流感,a-hîng-liû-kám,12,a-hêng-liû-kám
A型肝炎,a-hîng-kuann-iām,12,a-hêng-koaⁿ-iām
phe-ní-sí-lín,phe-ní-sí-lín,12,phe-ní-sí-lín
pho-lé-lóng膠,pho-lé-lóng-ka,12,pho-lé-lóng-ka
一位小數,tsi̍t-uī-sió-sòo,12,chi̍t-ūi-sió-sò͘
一年的,it-nî--ê,12,it-nî--ê
一氧化碳,it-ióng-huà-thuànn,12,it-ióng-hòa-thòaⁿ
七星龜仔,tshit-tshenn-ku-á,12,chhit-chheⁿ-ku-á
三年的,sann-nî--ê,12,saⁿ-nî--ê
三部合唱,sann-pōo-ha̍p-tshiùnn,12,saⁿ-pō͘-ha̍p-chhiùⁿ
上短下長,siōng-té-hā-tn̂g,12,siōng-té-hā-tn̂g
上長下短,siōng-tn̂g-hā-té,12,siōng-tn̂g-hā-té
不良導體,put-liông-tō-thé,12,put-liông-tō-thé
世界公民,sè-kài-kong-bîn,12,sè-kài-kong-bîn
世界文化,sè-kài-bûn-huà,12,sè-kài-bûn-hòa
並列關係,pīng-lia̍t-kuan-hē,12,pēng-lia̍t-koan-hē
中和反應,tiong-hô-huán-ìng,12,tiong-hô-hoán-èng
中央政府,tiong-iong-tsìng-hú,12,tiong-iong-chèng-hú
中度風颱,tiong-tōo-hong-thai,12,tiong-tō͘-hong-thai
中性溶液,tiong-sìng-iông-i̍k,12,tiong-sèng-iông-e̍k
中日戰爭,tiong-ji̍t-tsiàn-tsing,12,tiong-ji̍t-chiàn-cheng
中沙群島,tiong-sua-kûn-tó,12,tiong-soa-kûn-tó
中華文化,tiong-huâ-bûn-huà,12,tiong-hôa-bûn-hòa
中音笛仔,tiong-im-ta̍t-á,12,tiong-im-ta̍t-á
乘法估算,sîng-huat-kóo-sǹg,12,sêng-hoat-kó͘-sǹg
乘法算式,sîng-huat-sǹg-sik,12,sêng-hoat-sǹg-sek
乘除互逆,sîng-tî-hōo-gi̍k,12,sêng-tî-hō͘-ge̍k
乘除混合,sîng-tî-hūn-ha̍p,12,sêng-tî-hūn-ha̍p
九九乘法,kiú-kiú-sîng-huat,12,kiú-kiú-sêng-hoat
二分音符,jī-hun-im-hû,12,jī-hun-im-hû
二次函數,jī-tshù-hâm-sòo,12,jī-chhù-hâm-sò͘
二氧化氮,jī-ióng-huà-tām,12,jī-ióng-hòa-tām
二氧化硫,jī-ióng-huà-liû,12,jī-ióng-hòa-liû
二部合唱,jī-pōo-ha̍p-tshiùnn,12,jī-pō͘-ha̍p-chhiùⁿ
二部合奏,jī-pōo-ha̍p-tsàu,12,jī-pō͘-ha̍p-chàu
二部輪唱,jī-pōo-lûn-tshiùnn,12,jī-pō͘-lûn-chhiùⁿ
互相平行,hōo-siong-pîng-hîng,12,hō͘-siong-pêng-hêng
五大地形,gōo-tuā-tē-hîng,12,gō͘-tōa-tē-hêng
五聲音階,gōo-siann-im-kai,12,gō͘-siaⁿ-im-kai
亞洲大陸,a-tsiu-tāi-lio̍k,12,a-chiu-tāi-lio̍k
交通運輸,kau-thong-ūn-su,12,kau-thong-ūn-su
人力運輸,jîn-li̍k-ūn-su,12,jîn-le̍k-ūn-su
人口密度,jîn-kháu-bi̍t-tōo,12,jîn-kháu-bi̍t-tō͘
人口政策,jîn-kháu-tsìng-tshik,12,jîn-kháu-chèng-chhek
人口普查,jîn-kháu-phóo-tsa,12,jîn-kháu-phó͘-cha
人口老化,jîn-kháu-nóo-huà,12,jîn-kháu-nó͘-hòa
人口調查,jîn-kháu-tiâu-tsa,12,jîn-kháu-tiâu-cha
人工湠種,jîn-kang-thuànn-tsíng,12,jîn-kang-thòaⁿ-chéng
人情世事,jîn-tsîng-sè-sū,12,jîn-chêng-sè-sū
人物角色,jîn-bu̍t-kak-sik,12,jîn-bu̍t-kak-sek
人聲合唱,lâng-siann-ha̍p-tshiùnn,12,lâng-siaⁿ-ha̍p-chhiùⁿ
人造纖維,jîn-tsō-tshiam-uî,12,jîn-chō-chhiam-ûi
人際關係,jîn-tsè-kuan-hē,12,jîn-chè-koan-hē
人面蜘蛛,jîn-bīn-ti-tu,12,jîn-bīn-ti-tu
伊斯蘭教,i-su-lân-kàu,12,i-su-lân-kàu
休閒運動,hiu-hân-ūn-tōng,12,hiu-hân-ūn-tōng
位值換算,uī-ta̍t-uānn-sǹg,12,ūi-ta̍t-ōaⁿ-sǹg
低手發球,kē-tshiú-huat-kiû,12,kē-chhiú-hoat-kiû
低碳食物,kē-thuànn-si̍t-bu̍t,12,kē-thòaⁿ-si̍t-bu̍t
低碳飲食,kē-thuànn-ím-si̍t,12,kē-thòaⁿ-ím-si̍t
低音喇叭,kē-im-lá-pah,12,kē-im-lá-pah
低音提琴,kē-im-thê-khîm,12,kē-im-thê-khîm
低音笛仔,kē-im-ta̍t-á,12,kē-im-ta̍t-á
作業系統,tsok-gia̍p-hē-thóng,12,chok-gia̍p-hē-thóng
依法行政,i-huat-hîng-tsìng,12,i-hoat-hêng-chèng
侵蝕作用,tshim-si̍t-tsok-iōng,12,chhim-si̍t-chok-iōng
侵蝕風化,tshim-si̍t-hong-huà,12,chhim-si̍t-hong-hòa
保甲制度,pó-kah-tsè-tōo,12,pó-kah-chè-tō͘
保育計畫,pó-io̍k-kè-uē,12,pó-io̍k-kè-ōe
個人隱私,kò-jîn-ún-su,12,kò-jîn-ún-su
個位數字,kò-uī-sòo-jī,12,kò-ūi-sò͘-jī
倫理道德,lûn-lí-tō-tik,12,lûn-lí-tō-tek
停留記號,thîng-liû-kì-hō,12,thêng-liû-kì-hō
傳導現象,thuân-tō-hiān-siōng,12,thoân-tō-hiān-siōng
傳熱速度,thuân-jia̍t-sok-tōo,12,thoân-jia̍t-sok-tō͘
傳統技藝,thuân-thóng-ki-gē,12,thoân-thóng-ki-gē
傳統文化,thuân-thóng-bûn-huà,12,thoân-thóng-bûn-hòa
傳統歌謠,thuân-thóng-kua-iâu,12,thoân-thóng-koa-iâu
傳統產業,thuân-thóng-sán-gia̍p,12,thoân-thóng-sán-gia̍p
傳統社會,thuân-thóng-siā-huē,12,thoân-thóng-siā-hōe
傳統祭典,thuân-thóng-tsè-tián,12,thoân-thóng-chè-tián
傳統節慶,thuân-thóng-tsiat-khìng,12,thoân-thóng-chiat-khèng
傳統詩歌,thuân-thóng-si-kua,12,thoân-thóng-si-koa
傳輸速率,thuân-su-sok-lu̍t,12,thoân-su-sok-lu̍t
儒家思想,jû-ka-su-sióng,12,jû-ka-su-sióng
光合作用,kong-ha̍p-tsok-iōng,12,kong-ha̍p-chok-iōng
光線色散,kng-suànn-sik-suànn,12,kng-sòaⁿ-sek-sòaⁿ
免疫系統,bián-i̍k-hē-thóng,12,bián-e̍k-hē-thóng
兒童文學,jî-tông-bûn-ha̍k,12,jî-tông-bûn-ha̍k
內容綱要,luē-iông-kong-iàu,12,lōe-iông-kong-iàu
內溫動物,lāi-un-tōng-bu̍t,12,lāi-un-tōng-bu̍t
全休止符,tsuân-hiu-tsí-hû,12,choân-hiu-chí-hû
全等圓形,tsuân-tíng-înn-hîng,12,choân-téng-îⁿ-hêng
全等圖形,tsuân-tíng-tôo-hîng,12,choân-téng-tô͘-hêng
全等梯形,tsuân-tíng-thui-hîng,12,choân-téng-thui-hêng
兩位小數,nn̄g-uī-sió-sòo,12,nn̄g-ūi-sió-sò͘
八分音符,peh-hun-im-hû,12,peh-hun-im-hû
八部合音,peh-pōo-ha̍p-im,12,peh-pō͘-ha̍p-im
公共事務,kong-kiōng-sū-bū,12,kong-kiōng-sū-bū
公共場所,kong-kiōng-tiûnn-sóo,12,kong-kiōng-tiûⁿ-só͘
公共建設,kong-kiōng-kiàn-siat,12,kong-kiōng-kiàn-siat
公共藝術,kong-kiōng-gē-su̍t,12,kong-kiōng-gē-su̍t
公共設施,kong-kiōng-siat-si,12,kong-kiōng-siat-si
公共資源,kong-kiōng-tsu-guân,12,kong-kiōng-chu-goân
公制單位,kong-tsè-tan-uī,12,kong-chè-tan-ūi
公平貿易,kong-pênn-bōo-i̍k,12,kong-pêⁿ-bō͘-e̍k
公民行動,kong-bîn-hîng-tōng,12,kong-bîn-hêng-tōng
共同創作,kiōng-tông-tshòng-tsok,12,kiōng-tông-chhòng-chok
具象主義,kū-siōng-tsú-gī,12,kū-siōng-chú-gī
再生資源,tsài-sing-tsu-guân,12,chài-seng-chu-goân
凹版印刷,nah-pán-ìn-suat,12,nah-pán-ìn-soat
分工合作,hun-kang-ha̍p-tsok,12,hun-kang-ha̍p-chok
分數四則,hun-sòo-sì-tsik,12,hun-sò͘-sì-chek
分數除法,hun-sòo-tî-huat,12,hun-sò͘-tî-hoat
切換視窗,tshiat-uānn-sī-thang,12,chhiat-ōaⁿ-sī-thang
刻板印象,khik-pán-ìn-siōng,12,khek-pán-ìn-siōng
前後文意,tsîng-āu-bûn-ì,12,chêng-āu-bûn-ì
力度記號,li̍k-tōo-kì-hō,12,le̍k-tō͘-kì-hō
加法估算,ka-huat-kóo-sǹg,12,ka-hoat-kó͘-sǹg
加法算式,ka-huat-sǹg-sik,12,ka-hoat-sǹg-sek
加法計算,ka-huat-kè-sǹg,12,ka-hoat-kè-sǹg
加減乘除,ka-kiám-sîng-tî,12,ka-kiám-sêng-tî
加減估算,ka-kiám-kóo-sǹg,12,ka-kiám-kó͘-sǹg
動力來源,tōng-li̍k-lâi-guân,12,tōng-le̍k-lâi-goân
化學物質,huà-ha̍k-bu̍t-tsit,12,hòa-ha̍k-bu̍t-chit
北回歸線,pak-huê-kui-suànn,12,pak-hôe-kui-sòaⁿ
北斗七星,pak-táu-tshit-tshenn,12,pak-táu-chhit-chheⁿ
北極震盪,pak-ki̍k-tsìn-tōng,12,pak-ke̍k-chìn-tōng
北管合奏,pak-kuán-ha̍p-tsàu,12,pak-koán-ha̍p-chàu
北管陣頭,pak-kuán-tīn-thâu,12,pak-koán-tīn-thâu
北管音樂,pak-kuán-im-ga̍k,12,pak-koán-im-ga̍k
十位數字,tsa̍p-uī-sòo-jī,12,cha̍p-ūi-sò͘-jī
十八骰子,si̍p-pat-tâu-á,12,si̍p-pat-tâu-á
十大建設,tsa̍p-tuā-kiàn-siat,12,cha̍p-tōa-kiàn-siat
十字花科,si̍p-jī-hue-kho,12,si̍p-jī-hoe-kho
十萬分位,tsa̍p-bān-hun-uī,12,cha̍p-bān-hun-ūi
千位數字,tshing-uī-sòo-jī,12,chheng-ūi-sò͘-jī
升懸半音,sing-kuân-puànn-im,12,seng-koân-pòaⁿ-im
升降記號,sing-kàng-kì-hō,12,seng-kàng-kì-hō
卑南文化,pi-lâm-bûn-huà,12,pi-lâm-bûn-hòa
卑南遺址,pi-lâm-uî-tsí,12,pi-lâm-ûi-chí
協調能力,hia̍p-tiâu-lîng-li̍k,12,hia̍p-tiâu-lêng-le̍k
南回歸線,lâm-huê-kui-suànn,12,lâm-hôe-kui-sòaⁿ
南極板塊,lâm-ki̍k-pán-khuài,12,lâm-ke̍k-pán-khoài
南沙群島,lâm-sua-kûn-tó,12,lâm-soa-kûn-tó
南管音樂,lâm-kuán-im-ga̍k,12,lâm-koán-im-ga̍k
印度數字,ìn-tōo-sòo-jī,12,ìn-tō͘-sò͘-jī
印澳板塊,ìn-ò-pán-khuài,12,ìn-ò-pán-khoài
印象主義,ìn-siōng-tsú-gī,12,ìn-siōng-chú-gī
