tl,hanzi,frequency
iû-thài-lâng,猶太人,16
iáu-koh-teh,猶閣咧,16
sai-á-tsō,獅仔座,16
sai-á-ông,獅仔王,16
sai-tsú-huē,獅子會,16
sai-siat-tso̍k,獅設族,16
to̍k-ki-phang,獨居蜂,16
to̍k-kak-sian,獨角仙,16
to̍k-kak-siù,獨角獸,16
to̍k-kak-thâng,獨角蟲,16
gio̍k-bí-sún,玉米筍,16
ông-kong-biō,王公廟,16
ông-jû-hiân,王如玄,16
ông-lû-hiân,王如玄,16
ông-lâi-soo,王梨酥,16
ông-íng-khìng,王永慶,16
ông-thiam-ting,王添灯,16
ông-gio̍k-hûn,王玉雲,16
ông-kiàn-hiàn,王見現,16
lin-long-á,玲瑯仔,16
lin-long-bé,玲瑯馬,16
po-lê-sim,玻璃心,16
po-lê-tshuì,玻璃碎,16
po-lê-tsuá,玻璃紙,16
po-lê-thé,玻璃體,16
tsu-á-tâi,珠仔台,16
tsu-á-ku,珠仔龜,16
hiān-lâu-á,現流仔,16
kiû-kùn-á,球棍仔,16
sik-hui-a,瑟輝亞,16
suān-tsio̍h-tshuì,璇石喙,16
phok-si̍k-koh,璞石閣,16
khuân-tsōng-suànn,環狀線,16
kue-á-bah,瓜仔肉,16
kue-á-tshiu,瓜仔鬚,16
gá-suh-tuânn,瓦斯彈,16
gá-suh-tân,瓦斯彈,16
gá-suh-kiû,瓦斯球,16
hiā-phuè-á,瓦杮仔,16
huî-á-tiàm,瓷仔店,16
kam-á-hat,甘仔轄,16
kam-khóo-tâm,甘苦談,16
khè-kam-tsià,甘蔗汁,16
kam-tsià-lâm,甘蔗男,16
tinn-khoo-á,甜箍仔,16
tinn-khoo-pháng,甜箍麭,16
tinn-but-but,甜粅粅,16
senn-enn-á,生嬰仔,16
sing-tôo-huē,生徒會,16
sing-thài-tî,生態池,16
senn-suāinn-á,生檨仔,16
senn-ba̍k-ham,生目蚶,16
senn-ba̍k-tsiam,生目針,16
tshenn-tsin-sí,生真死,16
tshinn-tsin-sí,生真死,16
tshenn-tshài-tshan,生菜餐,16
tshenn-ô-koo,生蚵菇,16
tshinn-ô-koo,生蚵菇,16
sing-huat-iû,生髮油,16
sán-tsîng-ká,產前假,16
īng-tshuì-ān,用喙限,16
tshân-tiong-ng,田中央,16
tshân-kiâu-á,田僑仔,16
tshân-enn-ki,田嬰機,16
tshân-enn-ia̍h,田嬰蝶,16
tshân-liâu-káng,田寮港,16
tshân-tsng-lâng,田庄人,16
tshân-tsng-sông,田庄倯,16
tshân-sim-á,田心仔,16
tshân-phòng-hue,田椪花,16
tshân-iûnn-á,田洋仔,16
tshân-niau-á,田貓仔,16
kah-sian-poo,甲仙埔,16
kah-tsí-hn̂g,甲子園,16
kah-tsōng-suànn,甲狀腺,16
lâm-ián-uân,男演員,16
uì-siáu-jîn,畏小人,16
ùi-siáu-jîn,畏小人,16
pùn-sái-ku,畚屎龜,16
pùn-ki-á,畚箕仔,16
pùn-ki-káng,畚箕港,16
thik-tshì-sóo,畜試所,16
lio̍h-á-ū,略仔有,16
huan-á-uat,番仔挖,16
huan-á-lâu,番仔樓,16
huan-á-tsiann,番仔正,16
huan-á-húe,番仔火,16
huan-á-káu,番仔狗,16
huan-á-tshân,番仔田,16
huan-á-tsng,番仔莊,16
huan-á-lōo,番仔路,16
han-tsî-uân,番薯丸,16
han-tsî-înn,番薯圓,16
han-tsî-tiâu,番薯條,16
han-tsû-tiâu,番薯條,16
han-tsî-phìnn,番薯片,16
han-tsî-kiû,番薯球,16
han-tsî-tsìnn,番薯糋,16
han-tsû-tsìnn,番薯糋,16
hân-tsî-tsìnn,番薯糋,16
han-tsî-phòng,番薯膨,16
han-tsî-hio̍h,番薯葉,16
han-tsû-hio̍h,番薯葉,16
huan-be̍h-khak,番麥殼,16
huan-be̍h-sún,番麥筍,16
huan-be̍h-bí,番麥米,16
huan-be̍h-lia̍p,番麥粒,16
huan-be̍h-hio̍h,番麥葉,16
huan-tiánn-á,番鼎仔,16
uē-tôo-tsuá,畫圖紙,16
ue̍h-tsong-phín,畫妝品,16
uē-sòo-pān,畫素範,16
uē-hóo-lān,畫虎𡳞,16
uī-hóo-lān,畫虎𡳞,16
ī-sìng-luân,異性戀,16
tang-sî-á,當時仔,16
thia̍p-á-ông,疊仔王,16
phí-á-kiánn,疕仔囝,16
tshuah-sái-tshenn,疶屎星,16
tshuah-sái-tshinn,疶屎星,16
tshuah-sái-tsuí,疶屎水,16
tsi̍t-kuán-sú,疾管署,16
pēnn-gín-á,病囡仔,16
pēnn-buê-bûn,病媒蚊,16
pīnn-buê-bûn,病媒蚊,16
pēnn-lí-ha̍k,病理學,16
pēnn-kuán-sú,病管署,16
pēnn-thâng-hāi,病蟲害,16
pēnn-sik-kám,病識感,16
tsìng-hāu-kûn,症候群,16
he-ku-sàu,痚呴嗽,16
he-ku-siann,痚呴聲,16
siáu-la̍k-la̍k,痟慄慄,16
siáu-tsa-bóo,痟查某,16
siáu-lâu-thua,痟流拖,16
siáu-káu-lâu,痟狗流,16
siáu-káu-lōng,痟狗浪,16
siáu-káu-íng,痟狗湧,16
siáu-io̍h-á,痟藥仔,16
siáu-tshut-á,痟齣仔,16
sán-pi-pa,瘦卑巴,16
sán-káu-kang,瘦狗公,16
sán-bóng-sán,瘦網瘦,16
thái-ko-pēnn,癩⿸疒哥病,16
thái-ko-tsìng,癩⿸疒哥症,16
giàn-bāng-lōo,癮網路,16
ting-san-kheh,登山客,16
ting-san-ê,登山鞋,16
ting-suann-ê,登山鞋,16
huat-bîng-ka,發明家,16
hua̍t-môo-tsuí,發毛水,16
puh-phok-á,發波仔,16
huat-ínn-tián,發穎典,16
huat-bē-kiânn,發袂行,16
huat-tsâi-tshiū,發財樹,16
pe̍h-liáu-kang,白了工,16
pe̍h-ba̍k-hún,白墨粉,16
pe̍h-gōng-á,白戇仔,16
pe̍h-phau-phau,白拋拋,16
pe̍h-lok-á,白橐仔,16
pe̍h-hái-sai,白海獅,16
pe̍h-hái-ti,白海豬,16
pe̍h-tsú-nn̄g,白煮卵,16
pe̍h-ba̍k-kiû,白目球,16
pe̍h-tsio̍h-kha,白石跤,16
pe̍h-kôo-á,白糊仔,16
pe̍h-lô-su,白羅斯,16
pe̍h-lîng-si,白翎鷥,16
pe̍h-līng-si,白翎鷥,16
pe̍h-hīnn-liông,白耳龍,16
pe̍h-pak-á,白腹仔,16
pe̍h-hueh-kiû,白血球,16
pe̍h-uē-jī,白話字,16
pe̍h-uē-bûn,白話文,16
pe̍h-tsha̍t-uē,白賊話,16
pe̍h-tsiam-ióng,白針蛹,16
pe̍h-tsiam-phang,白針蜂,16
pe̍h-tsiam-thâng,白針蟲,16
pe̍h-gûn-hî,白銀魚,16
pe̍h-tsām-ke,白鏨雞,16
pe̍h-tsām-kue,白鏨雞,16
pe̍h-thih-á,白鐵仔,16
pe̍h-siak-siak,白鑠鑠,16
pe̍h-suat-suat,白雪雪,16
pe̍h-kut-kiap,白骨俠,16
pe̍h-kut-hiann,白骨兄,16
pe̍h-kut-liông,白骨龍,16
pe̍h-phīnn-liông,白鼻龍,16
pe̍h-ku-sîn,白龜神,16
pah-hun-sòo,百分數,16
pah-pah-khang,百百空,16
pah-hio̍h-tāng,百葉動,16
pah-huè-tiàm,百貨店,16
pah-bīn-kuài,百面怪,16
pah-hiang-kó,百香果,16
pah-hiong-kó,百香果,16
hông-tè-tshài,皇帝菜,16
hông-tè-soo,皇帝酥,16
phî-khah-khu,皮卡丘,16
phî-khah-tshio,皮卡𪁎,16
phî-khá-tsiù,皮巧啾,16
phî-phî-tshuah,皮皮掣,16
phuê-hu-kho,皮膚科,16
phê-hu-kho,皮膚科,16
phî-lián-bīn,皮臉面,16
phuê-kha-tsiūnn,皮跤癢,16
phê-kha-tsiūnn,皮跤癢,16
ik-sing-khún,益生菌,16
a̍p-á-piánn,盒仔餅,16
kàm-lí-tsām,監理站,16
kàm-sī-khì,監視器,16
puânn-tshuì-gím,盤喙錦,16
puânn-tsa-bóo,盤查某,16
puânn-hiān-lu̍t,盤現率,16
puânn-tshia-thâu,盤車頭,16
lôo-sim-pó,盧森堡,16
ba̍k-ka-liu,目加溜,16
ba̍k-sái-tsiam,目屎針,16
ba̍k-tsiu-kînn,目睭墘,16
ba̍k-tsiu-sái,目睭屎,16
ba̍k-tsiu-lô,目睭濁,16
ba̍k-tsiu-mo̍oh,目睭膜,16
ba̍k-tsiu-hue,目睭花,16
ba̍k-tsiu-bū,目睭霧,16
ba̍k-khang-tshiah,目空赤,16
ba̍k-thâu-khiáu,目頭巧,16
ba̍k-thâu-kat,目頭結,16
ti̍t-tshiat-bīn,直切面,16
ti̍t-pâi-lián,直排輪,16
ti̍t-tsiap-tshī,直接飼,16
ti̍t-ti̍t-lòng,直直挵,16
ti̍t-ti̍t-kiânn,直直行,16
ti̍t-tsuā-lián,直逝輦,16
sann-kainn-ê,相kainn的,16
sio-hūn-kóo,相份股,16
sann-tsioh-mn̄g,相借問,16
sio-pò-tshuì,相報喙,16
sann-tuì-huán,相對反,16
sio-tuì-huán,相對反,16
sio-ì-ài,相意愛,16
sann-tú-thâu,相拄頭,16
sio-tú-thâu,相拄頭,16
sann-tshē-tsē,相揣坐,16
sio-tshuē-tsē,相揣坐,16
sio-kap-thîng,相敆停,16
sio-phua̍h-king,相旆肩,16
sann-thinn-bé,相添買,16
sio-tsenn-niá,相爭領,16
sann-tānn-gōo,相耽誤,16
sio-tānn-gōo,相耽誤,16
sio-po-kua,相褒歌,16
sio-tak-tshuì,相觸喙,16
sio-tsènn-tshuì,相諍喙,16
sio-siám-sin,相閃身,16
sio-siám-kuè,相閃過,16
sio-puê-tuè,相陪綴,16
sio-tsia̍h-thènn,相食牚,16
sio-poh-tshuì,相駁喙,16
sio-tshuā-tsáu,相𤆬走,16
tuh-ka-tsē,盹瞌睡,16
tuh-ka-tsēr,盹瞌睡,16
khuànn-siánn-siâu,看啥潲,16
khuànn-hì-gōng,看戲戇,16
khuànn-bô-tiám,看無點,16
khuànn-hiān-tiûnn,看現場,16
khuànn-hiān-hiān,看現現,16
khuànn-tio̍h-kuí,看著鬼,16
khuànn-bē-tsuè,看袂做,16
khuànn-tiān-iánn,看電影,16
khuànn-tiān-sī,看電視,16
khuànn-hong-sè,看風勢,16
khuànn-hong-suí,看風水,16
tsin-kiú-kiàn,真久見,16
tsin-giám-siâu,真儼潲,16
tsin-lī-hāi,真厲害,16
tsin-khó-liân,真可憐,16
tsin-hó-tshuē,真好揣,16
tsin-hó-iōng,真好用,16
tsin-hó-khùn,真好睏,16
tsin-hó-tsia̍h,真好食,16
tsin-si̍t-tsāi,真實在,16
tsin-huann-hí,真歡喜,16
tsin-tsiànn-sī,真正是,16
tsin-tsiànn-tsiok,真正足,16
tsin-pháinn-sè,真歹勢,16
tsin-tsē-lâng,真濟人,16
tsin-bô-liâu,真無聊,16
tsin-tsu-sún,真珠筍,16
tsin-tsu-ku,真珠龜,16
tsin-hán-tit,真罕得,16
tsin-hán-kìnn,真罕見,16
tsin-bí-lē,真美麗,16
tsin-tsū-tsāi,真自在,16
tsin-bē-bái,真袂䆀,16
tsin-tshù-bī,真趣味,16
tsin-nau-jiat,真鬧熱,16
bîn-tshn̂g-té,眠床底,16
bîn-tshn̂g-pang,眠床枋,16
hîn-tshia-tan,眩車丹,16
tshuh-ba̍k-á,眵目仔,16
gán-bîng-i,眼明衣,16
gán-pe̍h-i,眼白衣,16
gán-náu-suànn,眼腦線,16
tsìng-lâng-song,眾人喪,16
khùn-tuā-sian,睏大仙,16
khùn-tuā-ti,睏大豬,16
khùn-hôo-kuài,睏狐怪,16
khùn-bí-jîn,睏美人,16
khùn-buē-khì,睏袂去,16
khùn-bē-khì,睏袂去,16
tsai-iánn-lah,知影啦,16
tsai-tú-tsai,知拄知,16
ti-su-nî,知斯彌,16
ué-hi̍k-tshinn,矮惑星,16
é-hi̍k-tshenn,矮惑星,16
tsio̍h-siânn-á,石城仔,16
tsio̍h-piah-suann,石壁山,16
tsio̍h-sap-á,石屑仔,16
tsio̍h-kám-tong,石敢當,16
tsio̍h-līng-kū,石楝舅,16
tsio̍h-bó-ling,石母奶,16
tsio̍h-un-luán,石溫暖,16
tsio̍h-kńg-á,石硿仔,16
tsio̍h-kńg-khu,石硿區,16
tsio̍h-buâ-á,石磨仔,16
tsio̍h-bō-á,石磨仔,16
tsioh-bak-hi,石磨烯,16
tsio̍h-ki-á,石磯仔,16
tsio̍h-ta-á,石礁仔,16
tsio̍h-khat-á,石級仔,16
tsio̍h-khiat-á,石級仔,16
tsio̍h-lo̍h-tshu,石落趨,16
tsio̍h-kuan-im,石觀音,16
tsio̍h-thiap-á,石貼仔,16
tsio̍h-mn̂g-tōng,石門洞,16
tsio̍h-thâu-kong,石頭公,16
tsio̍h-thâu-siânn,石頭城,16
tsio̍h-thâu-suann,石頭山,16
tsio̍h-lîng-tsiáu,石龍鳥,16
kan-á-kiû,矸仔球,16
kan-á-kún,矸仔頸,16
kan-á-tshī,矸仔飼,16
kan-that-á,矸窒仔,16
khi̍h-kho̍k-pang,砄硞枋,16
phi-sng-sim,砒霜心,16
gián-kiù-sóo,研究所,16
gîm-tsînn-tiânn,砛簷埕,16
phò-tsí-á,破子仔,16
phuà-tánn-tsuâ,破膽蛇,16
khòk-khòk-puī,硞硞吠,16
teh-hōo-tshuì,硩予碎,16
teh-bōng-tsuá,硩墓紙,16
teh-nî-tsînn,硩年錢,16
teh-kam-thōng,硩柑緟,16
teh-tóo-tāng,硩肚重,16
ngē-sí-puī,硬死吠,16
ngē-náu-mo̍oh,硬腦膜,16
ngī-náu-mo̍oh,硬腦膜,16
tshuì-iûnn-iûnn,碎溶溶,16
tshuì-kôo-kôo,碎糊糊,16
tshuì-iâm-iâm,碎鹽鹽,16
uánn-ko-kué,碗糕粿,16
uánn-ko-ké,碗糕粿,16
uánn-ko-kér,碗糕粿,16
pōng-huan-be̍h,磅番麥,16
pōng-hīnn-tshìng,磅耳銃,16
pōng-hia̍h-tshìng,磅額銃,16
pōng-thé-tāng,磅體重,16
khòng-bu̍t-ha̍k,礦物學,16
kî-ka-ui,祁家威,16
sîn-king-thiànn,神經疼,16
sîn-king-kho,神經科,16
sîn-king-tsit,神經質,16
sîn-tuī-iú,神隊友,16
tsè-phín-bûn,祭品文,16
hok-tsíng-kuān,福井縣,16
hok-tó-kuān,福島縣,16
lé-pài-ji̍t,禮拜日,16
khîm-liû-kám,禽流感,16
khîm-hing-bah,禽胸肉,16
siù-lóng-kiô,秀朗橋,16
sai-khia-lōo,私奇路,16
sai-khia-tsînn,私奇錢,16
tshiu-āu-jua̍h,秋後熱,16
tshiu-tiân-khián,秋田犬,16
tshiu-tiân-kuān,秋田縣,16
kho-ki-pōo,科技部,16
kho-soh-ho̍k,科索伏,16
ng-á-tiânn,秧仔埕,16
tai-á-bí,秮仔米,16
tai-á-tsàng,秮仔粽,16
î-kho-ki,移科技,16
tsìng-tshuì-khí,種喙齒,16
tsiòng-ōo-á,種芋仔,16
tiū-tsháu-pinn,稻草編,16
bo̍k-su-lîm,穆斯林,16
uè--tio̍h,穢--著,16
ún-tio̍h-ài,穩著愛,16
kiù-kî-si̍t,究其實,16
kiù-kî-jiân,究其然,16
khang-á-kháu,空仔口,16
khong-phah-ki,空拍機,16
khong-ho̍k-uân,空服員,16
khang-khuì-bái,空氣䆀,16
khong-khì-ah,空氣壓,16
khong-khì-tsân,空氣層,16
khong-hip-ki,空翕機,16
khang-tshìng-tsí,空銃子,16
khang-lòng-lòng,空閬閬,16
tu̍t-jiân-kan,突然間,16
tu̍t-liân-kan,突然間,16
that-tó-ke,窒倒街,16
that--leh,窒咧,16
tsiàm-iânn-thâu,站贏頭,16
kīng-ki-tshia,競技車,16
kìng-bé-huē,競買會,16
tik-á-ôo,竹仔湖,16
tik-tshân-enn,竹田嬰,16
tik-hio̍h-un,竹葉鰮,16
tik-lîng-tsi,竹靈芝,16
tik-thâu-kiā,竹頭崎,16
kuann-tsin-nâ,竿蓁林,16
tshiò--sí,笑死,16
tshiò-sí-lâng,笑死人,16
tshiò-khe-tshut,笑詼齣,16
tshiò-khue-tshut,笑詼齣,16
tē-it-kang,第一工,16
tē-it-pōo,第一步,16
tē-it-tíng,第一等,16
tē-sann-tsáinn,第三指,16
tē-sann-tsuā,第三逝,16
tē-jī-tsáinn,第二指,16
tē-gōo-tsáinn,第五指,16
tē-lio̍k-kám,第六感,16
tē-sì-tsáinn,第四指,16
tán-bô-lâng,等無人,16
tán-buē-hù,等袂赴,16
tán-bē-hù,等袂赴,16
kiáu-ē-pua̍h,筊會跋,16
kiáu-beh-pua̍h,筊欲跋,16
kin-bah-thiànn,筋肉疼,16
kin-bah-tshia,筋肉車,16
tap-tshuì-kóo,答喙鼓,16
pín-á-pâi,箅仔排,16
khoo-á-kué,箍仔粿,16
khoo-tshuì-am,箍喙罨,16
khoo-tshuì-tsi̍h,箍喙舌,16
khoo-tsí-á,箍子仔,16
khoo-lo̍k-kheh,箍樂𤲍,16
khoo-khoo-pháng,箍箍麭,16
khoo-lo̍h-miā,箍絡命,16
sǹg-ē-hô,算會和,16
sǹg-bē-hô,算袂和,16
kóng-á-tsiann,管仔精,16
kóng-á-kué,管仔粿,16
kóng-á-ké,管仔粿,16
kuán-phek-lêng,管碧玲,16
tsat-pió-á,節錶仔,16
kán-á-bū,簡仔霧,16
kán-gí-suan,簡語宣,16
phōo-á-tsih,簿仔摺,16
lô-khann-huē,籮坩會,16
bí-kî-lîm,米其林,16
bí-kî-tshí,米奇鼠,16
bí-kî-tshú,米奇鼠,16
bí-hún-kenn,米粉羹,16
bí-se-kan,米西干,16
bí-niáu-tshí,米鳥鼠,16
hún-bī-ông,粉味王,16
hún-înn-á,粉圓仔,16
hún-âng-sik,粉紅色,16
hún-tshiâng-bāng,粉腸夢,16
hún-ke-kui,粉雞胿,16
hún-tsiáu-ông,粉鳥王,16
lia̍p-lia̍p-tshàu,粒粒臭,16
tshoo-piak-piak,粗煏煏,16
tshoo-khng-hīnn,粗糠耳,16
tsing-suàn-su,精算師,16
tsing-lîng-káu,精靈狗,16
kué-á-tiâu,粿仔條,16
ké-á-tiâu,粿仔條,16
kué-tē-á,粿袋仔,16
kôo-á-tshìng,糊仔銃,16
hôo-luì-luì,糊瘰瘰,16
tsìnn-khian-á,糋圈仔,16
tsìnn-tinn-pháng,糋甜麭,16
tsìnn-hê-á,糋蝦仔,16
tsìnn-ti-pâi,糋豬排,16
tsìnn-pháng-hún,糋麭粉,16
thn̂g-á-tshiám,糖仔攕,16
thn̂g-á-kak,糖仔角,16
thn̂g-hue-á,糖花仔,16
thn̂g-sng-uân,糖霜丸,16
thn̂g-sng-tshuì,糖霜喙,16
tshò-bí-pn̄g,糙米飯,16
pùn-sò-uē,糞埽話,16
hē--lí,系裡,16
kiù-tshat-tuī,糾察隊,16
kì-liām-phín,紀念品,16
iok-su-a,約書亞,16
âng-jîn-thôo,紅仁塗,16
âng-phànn-phànn,紅冇冇,16
âng-nn̄g-puî,紅卵肥,16
âng-ki-ki,紅吱吱,16
âng-înn-á,紅圓仔,16
âng-thôo-liông,紅塗龍,16
hông-hâi-jî,紅孩兒,16
âng-pó-niau,紅寶貓,16
âng-tshái-nn̄g,紅彩卵,16
âng-mn̂g-lâng,紅毛人,16
âng-phà-phà,紅泡泡,16
âng-phā-phā,紅泡泡,16
âng-teng-khu,紅燈區,16
âng-ting-khu,紅燈區,16
âng-hiā-tshù,紅瓦厝,16
âng-kam-tsià,紅甘蔗,16
âng-ba̍k-ia̍h,紅目蝶,16
âng-khàm-uan,紅磡灣,16
âng-si-suànn,紅絲線,16
âng-kòng-kòng,紅絳絳,16
âng-hue-bí,紅花米,16
âng-koo-tsîm,紅菇蟳,16
âng-hueh-kiû,紅血球,16
âng-kì-kì,紅記記,16
âng-tāu-sū,紅豆嶼,16
âng-tāu-piánn,紅豆餅,16
âng-tshiah-tshiah,紅赤赤,16
âng-ku-kér,紅龜粿,16
la̍p-kut-tông,納骨堂,16
liú-tsi-lân,紐芝蘭,16
se-á-sann,紗仔衫,16
tsuá-á-tshenn,紙仔星,16
tsuá-á-tshinn,紙仔星,16
tsuá-thinn-tshenn,紙天星,16
tsuá-thinn-tshinn,紙天星,16
tsuá-kiap-á,紙夾仔,16
tsuá-sap-á,紙屑仔,16
tsuá-pue-á,紙杯仔,16
tsuá-siunn-á,紙箱仔,16
tsuá-kheh-á,紙篋仔,16
sòo-huân-tsin,素還真,16
sòo-si̍t-tsiá,素食者,16
pháng-hué-lê,紡火犁,16
pháng-tsit-ki,紡織機,16
soh-á-kóo,索仔股,16
soh-á-hûn,索仔雲,16
tsí-tē-kue,紫地瓜,16
tsí-môo-thóo,紫毛土,16
tsí-tsháu-ko,紫草膏,16
sè-á-gē,細仔藝,16
suè-tshuì-ôo,細喙壺,16
sè-tshuì-ôo,細喙壺,16
sè-înn-kài,細圓界,16
sè-kan-lo̍k,細干樂,16
sè-sn̂g-pau,細床包,16
sè-tsìng-hú,細政府,16
suè-pún-jī,細本字,16
sè-pún-jī,細本字,16
sè-khiong-tíng,細穹頂,16
sè-khang-tshuì,細空喙,16
suè-lia̍p-tsí,細粒子,16
sè-lia̍p-tsí,細粒子,16
sè-lia̍p-suann,細粒山,16
sè-sè-liām,細細念,16
suè-pau-piah,細胞壁,16
sè-pau-piah,細胞壁,16
suè-pau-hu̍t,細胞核,16
sè-pau-hu̍t,細胞核,16
sè-kha-ê,細跤个,16
sè-tshut-á,細齣仔,16
tsiong-kî-bué,終其尾,16
kiat-á-ku,結仔龜,16
kiat-sái-bīn,結屎臉,16
kat-âng-tshái,結紅綵,16
kiat-tè-tsit,結締織,16
kiat-tâng-tsí,結蟲子,16
kiat-thâu-tshài,結頭菜,16
an-līng-suànn,絚冗線,16
ân-tòng-tòng,絚凍凍,16
ka-to-thâng,絞刀蟲,16
ká-pang-bué,絞幫買,16
ká-pang-bé,絞幫買,16
ká-kûn-phah,絞群拍,16
ká-tāu-á,絞豆仔,16
thóng-kè-ha̍k,統計學,16
si-bue̍h-á,絲襪仔,16
li̍k-hái-ku,綠海龜,16
li̍k-phuê-su,綠皮書,16
li̍k-tāu-sua,綠豆沙,16
li̍k-tāu-thng,綠豆湯,16
li̍k-tāu-lōo,綠豆露,16
uî-nî-hîm,維尼熊,16
bāng-á-kue,網仔瓜,16
bāng-á-sann,網仔衫,16
bāng-tsí-liān,網址鏈,16
bāng-siā-á,網社仔,16
bāng-lōo-khah,網路卡,16
bāng-lōo-o̍h,網路學,16
bāng-lōo-âng,網路紅,16
tuè-tshuì-bué,綴喙尾,16
tèr-bú-kè,綴母嫁,16
tèr-kiō-āu,綴轎後,16
mî-á-ki,綿仔枝,16
mî-mî-á,綿綿仔,16
kín-lâi-suan,緊來旋,16
kín-lâi-bué,緊來買,16
kín-lâi-bé,緊來買,16
kín-hun-hiáng,緊分享,16
kín-hun-hióng,緊分享,16
kín-khì-khùn,緊去睏,16
kín-tuā-hàn,緊大漢,16
kín-liâm-sua,緊黏沙,16
khiâm-bi̍t-kuân,緘默權,16
siàn-pòo-pinn,線布邊,16
suànn-lōo-tôo,線路圖,16
pian--ê,編的,16
pian-i̍k-khì,編譯器,16
liān-kong-pâng,練功房,16
liān-tshuì-phué,練喙胚,16
liān-tshuì-phé,練喙胚,16
liān-siáu-uē,練痟話,16
līan-siáu-uē,練痟話,16
liān-bah-king,練肉間,16
liān-tsáu-ki,練走機,16
liān-sin-king,練身間,16
tshiòng-tn̄g-bīn,縱斷面,16
tshiong-kuàn-suànn,縱貫線,16
tsóng-su-kì,總書記,16
tsóng-tok-hú,總督府,16
tsit-lú-tshenn,織女星,16
huē-bûn-jī,繪文字,16
kheh-kiánn-huà,缺囝化,16
khueh-kiánn-huà,缺囝化,16
kuàn-á-sng,罐仔栓,16
kuàn-á-suinn,罐仔栓,16
kuàn-thâu-hî,罐頭魚,16
koo-liâu-á,罟寮仔,16
tah-lân-tìn,罩蘭鎮,16
tà-bông-bū,罩雺霧,16
lô-tông-un,羅彤恩,16
lô-tsì-siông,羅志祥,16
lô-siok-lúi,羅淑蕾,16
lô-guân-kuān,羅源縣,16
lô-hàn-kó,羅漢果,16
lô-má-nî,羅馬尼,16
iûnn-moo-ui,羊毛揻,16
iûnn-bah-lôo,羊肉爐,16
iûnn-kak-tāu,羊角豆,16
iûnn-lo̍k-tô,羊駱駝,16
bí-jîn-hî,美人魚,16
bí-lí-kue,美女瓜,16
bí-kang-to,美工刀,16
bí-hi-ko,美希哥,16
bi-lóng-kue,美濃瓜,16
bi-long-tìn,美濃鎮,16
bí-su̍t-to,美術刀,16
kûn-kînn-lâng,群墘儂,16
kûn-má-kuān,群馬縣,16
ú-môo-kiû,羽毛球,16
lîng-si-tiau,翎鷥鵰,16
si̍p-tiōng-hun,習仲勛,16
si̍p-kīn-pêng,習近平,16
hip-siàng-ki,翕相機,16
hip-siòng-ki,翕相機,16
hip-tiān-iánn,翕電影,16
khiàu-tshuì-á,翹喙仔,16
khiàu-koo-lián,翹孤輪,16
huan-i̍k-pún,翻譯本,16
huan-i̍k-tsiá,翻譯者,16
huan-tńg-kang,翻轉工,16
si̍t-kóo-thâu,翼股頭,16
lāu-kau-puê,老交陪,16
lāu-tò-thuè,老倒退,16
lāu-tò-thè,老倒退,16
lāu-kiàm-sian,老劍仙,16
lāu--khì,老去,16
láu-si̍t-uē,老實話,16
lāu-pōo-tiānn,老步定,16
lāu-huè-á,老歲仔,16
lāu-tsìng-thâu,老症頭,16
lāu-khok-khok,老硞硞,16
lāu-lîng-khenn,老龍坑,16
lāu-lîng-khinn,老龍坑,16
lāu-ku-tsiann,老龜精,16
khó-tsuí-phi,考水披,16
khó-tshì-tiûnn,考試場,16
sńg-mih-á,耍物仔,16
hīnn-á-ki,耳仔機,16
hīnn-á-hóng,耳仔訪,16
hīnn-thuân-hīnn,耳傳耳,16
hīnn-tsu-khang,耳珠空,16
hīnn-khang-tuānn,耳空彈,16
sìng-bó-īnn,聖母院,16
sìng-kiat-si̍k,聖潔石,16
sìng-tàn-tseh,聖誕節,16
sìng-tàn-tsiat,聖誕節,16
sìng-tàn-tsueh,聖誕節,16
liân-ha̍p-kok,聯合國,16
liân-jī-hû,聯字符,16
siann-hāu-phìnn,聲效片,16
siann-thâu-tháu,聲頭敨,16
thiann-m̄-bat,聽毋捌,16
bah-tiong-tshì,肉中刺,16
bah-înn-á,肉圓仔,16
bah-sò-pn̄g,肉燥飯,16
bah-phìnn-á,肉片仔,16
bah-tsàng-tseh,肉粽節,16
bah-tsàng-kak,肉粽角,16
bah-tāu-á,肉豆仔,16
bah-kut-tê,肉骨茶,16
tōo-beh-á,肚伯仔,16
tōo-tì-thâu,肚蒂頭,16
kuann-pau-iû,肝包油,16
kuann-ngē-huà,肝硬化,16
kóo-á-kiánn,股仔囝,16
kóo-lī-lu̍t,股利率,16
puî-lut-lut,肥朒朒,16
puî-tsut-tsut,肥朒朒,16
khíng-tik-ki,肯德基,16
uī-tso-tso,胃慒慒,16
ôo-tsì-kiông,胡志強,16
hôo-tsio-hê,胡椒蝦,16
hôo-tsio-iâm,胡椒鹽,16
ôo-gím-tô,胡錦濤,16
ôo-kím-tô,胡錦濤,16
ian-tsi-bí,胭脂米,16
koh-ē-lang,胳下櫳,16
koh-ē-tâng,胳下胴,16
kueh-ē-lang,胳下胴,16
kueh-ē-tang,胳下胴,16
kuih-ē-tang,胳下胴,16
koh-ē-kha,胳下跤,16
koh-hīnn-khang,胳耳空,16
kueh-hī-khang,胳耳空,16
kueh-hīnn-khang,胳耳空,16
kueh-lang-kha,胳胴跤,16
kueh-tang-kha,胳胴跤,16
hing-khám-moo,胸坎毛,16
