hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
讀取,tho̍k-tshú,25,tho̍k-chhú,thok8tshu2,thok8chhu2,thoktshu,thokchhu,tt,tc
豁免,hat-bián,25,hat-bián,hatbian2,hatbian2,hatbian,hatbian,hb,hb
豆包,tāu-pau,25,tāu-pau,tau7pau,tau7pau,taupau,taupau,tp,tp
豆枝,tāu-ki,25,tāu-ki,tau7ki,tau7ki,tauki,tauki,tk,tk
豆皮,tāu-phuê,25,tāu-phôe,tau7phue5,tau7phoe5,tauphue,tauphoe,tp,tp
豆皮,tāu-phê,25,tāu-phê,tau7phe5,tau7phe5,tauphe,tauphe,tp,tp
豆雞,tāu-ke,25,tāu-ke,tau7ke,tau7ke,tauke,tauke,tk,tk
豆雞,tāu-kue,25,tāu-koe,tau7kue,tau7koe,taukue,taukoe,tk,tk
象棋,tshiūnn-kî,25,chhiūⁿ-kî,tshiunn7ki5,chhiunn7ki5,tshiunnki,chhiunnki,tk,ck
貼圖,tah-tôo,25,tah-tô͘,tahtoo5,tahtoo5,tahtoo,tahtoo,tt,tt
贊助,tsàn-tsōo,25,chàn-chō͘,tsan3tsoo7,chan3choo7,tsantsoo,chanchoo,tt,cc
赤砂,tshiah-sua,25,chhiah-soa,tshiahsua,chhiahsoa,tshiahsua,chhiahsoa,ts,cs
超馬,tshiau-má,25,chhiau-má,tshiauma2,chhiauma2,tshiauma,chhiauma,tm,cm
越位,ua̍t-uī,25,oa̍t-ūi,uat8ui7,oat8ui7,uatui,oatui,uu,ou
趨冰,tshu-ping,25,chhu-peng,tshuping,chhupeng,tshuping,chhupeng,tp,cp
趨枋,tshu-pang,25,chhu-pang,tshupang,chhupang,tshupang,chhupang,tp,cp
趨水,tshu-tsuí,25,chhu-chúi,tshutsui2,chhuchui2,tshutsui,chhuchui,tt,cc
跑者,pháu-tsiá,25,pháu-chiá,phau2tsia2,phau2chia2,phautsia,phauchia,pt,pc
跑酷,pháu-khok,25,pháu-khok,phau2khok,phau2khok,phaukhok,phaukhok,pk,pk
跤球,kha-kiû,25,kha-kiû,khakiu5,khakiu5,khakiu,khakiu,kk,kk
跨年,khuà-nî,25,khòa-nî,khua3ni5,khoa3ni5,khuani,khoani,kn,kn
跨欄,khuà-lân,25,khòa-lân,khua3lan5,khoa3lan5,khualan,khoalan,kl,kl
跳床,thiàu-tshn̂g,25,thiàu-chhn̂g,thiau3tshng5,thiau3chhng5,thiautshng,thiauchhng,tt,tc
跳水,thiàu-tsuí,25,thiàu-chúi,thiau3tsui2,thiau3chui2,thiautsui,thiauchui,tt,tc
跳遠,thiàu-hn̄g,25,thiàu-hn̄g,thiau3hng7,thiau3hng7,thiauhng,thiauhng,th,th
跳馬,thiàu-bé,25,thiàu-bé,thiau3be2,thiau3be2,thiaube,thiaube,tb,tb
踢拳,that-kûn,25,that-kûn,thatkun5,thatkun5,thatkun,thatkun,tk,tk
軍刀,kun-to,25,kun-to,kunto,kunto,kunto,kunto,kt,kt
軍棋,kun-kî,25,kun-kî,kunki5,kunki5,kunki,kunki,kk,kk
軍閥,kun-hua̍t,25,kun-hoa̍t,kunhuat8,kunhoat8,kunhuat,kunhoat,kh,kh
軟糖,nńg-thn̂g,25,nńg-thn̂g,nng2thng5,nng2thng5,nngthng,nngthng,nt,nt
軟轎,nńg-kiō,25,nńg-kiō,nng2kio7,nng2kio7,nngkio,nngkio,nk,nk
軟餅,nńg-piánn,25,nńg-piáⁿ,nng2piann2,nng2piann2,nngpiann,nngpiann,np,np
軟體,nńg-thé,25,nńg-thé,nng2the2,nng2the2,nngthe,nngthe,nt,nt
載入,tsài-ji̍p,25,chài-ji̍p,tsai3jip8,chai3jip8,tsaijip,chaijip,tj,cj
載入,tsài-li̍p,25,chài-li̍p,tsai3lip8,chai3lip8,tsailip,chailip,tl,cl
載具,tsài-khū,25,chài-khū,tsai3khu7,chai3khu7,tsaikhu,chaikhu,tk,ck
載具,tsài-kū,25,chài-kū,tsai3ku7,chai3ku7,tsaiku,chaiku,tk,ck
輕鐵,khin-thih,25,khin-thih,khinthih,khinthih,khinthih,khinthih,kt,kt
輝瑞,hui-suī,25,hui-sūi,huisui7,huisui7,huisui,huisui,hs,hs
轉翕,tsuán-hip,25,choán-hip,tsuan2hip,choan2hip,tsuanhip,choanhip,th,ch
迒年,hānn-nî,25,hāⁿ-nî,hann7ni5,hann7ni5,hannni,hannni,hn,hn
追劇,tui-kio̍k,25,tui-kio̍k,tuikiok8,tuikiok8,tuikiok,tuikiok,tk,tk
追星,tui-tshenn,25,tui-chheⁿ,tuitshenn,tuichhenn,tuitshenn,tuichhenn,tt,tc
追星,tui-tshinn,25,tui-chhiⁿ,tuitshinn,tuichhinn,tuitshinn,tuichhinn,tt,tc
逝懸,tsuā-kuân,25,chōa-koân,tsua7kuan5,choa7koan5,tsuakuan,choakoan,tk,ck
逝距,tsuā-kī,25,chōa-kī,tsua7ki7,choa7ki7,tsuaki,choaki,tk,ck
逝距,tsuā-kū,25,chōa-kū,tsua7ku7,choa7ku7,tsuaku,choaku,tk,ck
連結,liân-kiat,25,liân-kiat,lian5kiat,lian5kiat,liankiat,liankiat,lk,lk
遊戲,iû-hì,25,iû-hì,iu5hi3,iu5hi3,iuhi,iuhi,ih,ih
運球,ūn-kiû,25,ūn-kiû,un7kiu5,un7kiu5,unkiu,unkiu,uk,uk
過濾,kuè-lī,25,kòe-lī,kue3li7,koe3li7,kueli,koeli,kl,kl
過濾,kè-lū,25,kè-lū,ke3lu7,ke3lu7,kelu,kelu,kl,kl
遏子,at-tsí,25,at-chí,attsi2,atchi2,attsi,atchi,at,ac
遮罩,jia-tà,25,jia-tà,jiata3,jiata3,jiata,jiata,jt,jt
遮罩,jia-tàu,25,jia-tàu,jiatau3,jiatau3,jiatau,jiatau,jt,jt
選項,suán-hāng,25,soán-hāng,suan2hang7,soan2hang7,suanhang,soanhang,sh,sh
邊境,pian-kíng,25,pian-kéng,pianking2,piankeng2,pianking,piankeng,pk,pk
配套,phuè-thò,25,phòe-thò,phue3tho3,phoe3tho3,phuetho,phoetho,pt,pt
配套,phè-thò,25,phè-thò,phe3tho3,phe3tho3,phetho,phetho,pt,pt
配送,phuè-sàng,25,phòe-sàng,phue3sang3,phoe3sang3,phuesang,phoesang,ps,ps
配送,phè-sàng,25,phè-sàng,phe3sang3,phe3sang3,phesang,phesang,ps,ps
酥油,soo-iû,25,so͘-iû,sooiu5,sooiu5,sooiu,sooiu,si,si
酥皮,soo-phuê,25,so͘-phôe,soophue5,soophoe5,soophue,soophoe,sp,sp
酥皮,soo-phê,25,so͘-phê,soophe5,soophe5,soophe,soophe,sp,sp
酵母,kànn-bó,25,kàⁿ-bó,kann3bo2,kann3bo2,kannbo,kannbo,kb,kb
酵母,kànn-bú,25,kàⁿ-bú,kann3bu2,kann3bu2,kannbu,kannbu,kb,kb
酸豆,sng-tāu,25,sng-tāu,sngtau7,sngtau7,sngtau,sngtau,st,st
醣類,thn̂g-luī,25,thn̂g-lūi,thng5lui7,thng5lui7,thnglui,thnglui,tl,tl
釉皮,iu-phuê,25,iu-phôe,iuphue5,iuphoe5,iuphue,iuphoe,ip,ip
釉皮,iu-phê,25,iu-phê,iuphe5,iuphe5,iuphe,iuphe,ip,ip
重巡,tîng-sûn,25,têng-sûn,ting5sun5,teng5sun5,tingsun,tengsun,ts,ts
重播,tîng-pò,25,têng-pò,ting5po3,teng5po3,tingpo,tengpo,tp,tp
野手,iá-tshiú,25,iá-chhiú,ia2tshiu2,ia2chhiu2,iatshiu,iachhiu,it,ic
野球,iá-kiû,25,iá-kiû,ia2kiu5,ia2kiu5,iakiu,iakiu,ik,ik
金棗,kim-tsó,25,kim-chó,kimtso2,kimcho2,kimtso,kimcho,kt,kc
金粉,kim-hún,25,kim-hún,kimhun2,kimhun2,kimhun,kimhun,kh,kh
釘鞋,ting-uê,25,teng-ôe,tingue5,tengoe5,tingue,tengoe,tu,to
釘鞋,ting-ê,25,teng-ê,tinge5,tenge5,tinge,tenge,te,te
針織,tsiam-tsit,25,chiam-chit,tsiamtsit,chiamchit,tsiamtsit,chiamchit,tt,cc
鈍劍,tun-kiàm,25,tun-kiàm,tunkiam3,tunkiam3,tunkiam,tunkiam,tk,tk
鉛球,iân-kiû,25,iân-kiû,ian5kiu5,ian5kiu5,iankiu,iankiu,ik,ik
鉼頂,pín-tíng,25,pín-téng,pin2ting2,pin2teng2,pinting,pinteng,pt,pt
鋒面,hong-bīn,25,hong-bīn,hongbin7,hongbin7,hongbin,hongbin,hb,hb
鋪文,phoo-bûn,25,pho͘-bûn,phoobun5,phoobun5,phoobun,phoobun,pb,pb
鍋貼,ko-tah,25,ko-tah,kotah,kotah,kotah,kotah,kt,kt
鎖舞,só-bú,25,só-bú,so2bu2,so2bu2,sobu,sobu,sb,sb
鏈球,liān-kiû,25,liān-kiû,lian7kiu5,lian7kiu5,liankiu,liankiu,lk,lk
鐵卵,thih-nn̄g,25,thih-nn̄g,thihnng7,thihnng7,thihnng,thihnng,tn,tn
鐵餅,thih-piánn,25,thih-piáⁿ,thihpiann2,thihpiann2,thihpiann,thihpiann,tp,tp
鑢卡,lù-khah,25,lù-khah,lu3khah,lu3khah,lukhah,lukhah,lk,lk
鑿花,tsha̍k-hue,25,chha̍k-hoe,tshak8hue,chhak8hoe,tshakhue,chhakhoe,th,ch
長拳,tn̂g-kûn,25,tn̂g-kûn,tng5kun5,tng5kun5,tngkun,tngkun,tk,tk
長跑,tn̂g-pháu,25,tn̂g-pháu,tng5phau2,tng5phau2,tngphau,tngphau,tp,tp
門將,mn̂g-tsiòng,25,mn̂g-chiòng,mng5tsiong3,mng5chiong3,mngtsiong,mngchiong,mt,mc
開弓,khui-king,25,khui-keng,khuiking,khuikeng,khuiking,khuikeng,kk,kk
開球,khui-kiû,25,khui-kiû,khuikiu5,khuikiu5,khuikiu,khuikiu,kk,kk
開關,khai-kuan,25,khai-koan,khaikuan,khaikoan,khaikuan,khaikoan,kk,kk
閣揆,koh-kuî,25,koh-kûi,kohkui5,kohkui5,kohkui,kohkui,kk,kk
閹殘,iam-tsân,25,iam-chân,iamtsan5,iamchan5,iamtsan,iamchan,it,ic
阻尼,tsóo-lî,25,chó͘-lî,tsoo2li5,choo2li5,tsooli,chooli,tl,cl
阻尼,tsóo-nî,25,chó͘-nî,tsoo2ni5,choo2ni5,tsooni,chooni,tn,cn
雙打,siang-tánn,25,siang-táⁿ,siangtann2,siangtann2,siangtann,siangtann,st,st
雙槓,siang-kǹg,25,siang-kǹg,siangkng3,siangkng3,siangkng,siangkng,sk,sk
雙殺,siang-sat,25,siang-sat,siangsat,siangsat,siangsat,siangsat,ss,ss
雞胘,ke-kiān,25,ke-kiān,kekian7,kekian7,kekian,kekian,kk,kk
雞胘,kue-kiān,25,koe-kiān,kuekian7,koekian7,kuekian,koekian,kk,kk
雞跤,ke-kha,25,ke-kha,kekha,kekha,kekha,kekha,kk,kk
雞跤,kue-kha,25,koe-kha,kuekha,koekha,kuekha,koekha,kk,kk
雪堡,seh-pó,25,seh-pó,sehpo2,sehpo2,sehpo,sehpo,sp,sp
雪橇,seh-khiau,25,seh-khiau,sehkhiau,sehkhiau,sehkhiau,sehkhiau,sk,sk
雪車,seh-tshia,25,seh-chhia,sehtshia,sehchhia,sehtshia,sehchhia,st,sc
雷根,luî-kin,25,lûi-kin,lui5kin,lui5kin,luikin,luikin,lk,lk
雷根,luî-kun,25,lûi-kun,lui5kun,lui5kun,luikun,luikun,lk,lk
電競,tiān-kīng,25,tiān-kēng,tian7king7,tian7keng7,tianking,tiankeng,tk,tk
電鋸,tiān-kì,25,tiān-kì,tian7ki3,tian7ki3,tianki,tianki,tk,tk
電鋸,tiān-kù,25,tiān-kù,tian7ku3,tian7ku3,tianku,tianku,tk,tk
電鍍,tiān-tōo,25,tiān-tō͘,tian7too7,tian7too7,tiantoo,tiantoo,tt,tt
霧面,bū-bīn,25,bū-bīn,bu7bin7,bu7bin7,bubin,bubin,bb,bb
霸凌,pà-lîng,25,pà-lêng,pa3ling5,pa3leng5,paling,paleng,pl,pl
青稞,tshenn-kho,25,chheⁿ-kho,tshennkho,chhennkho,tshennkho,chhennkho,tk,ck
青稞,tshinn-kho,25,chhiⁿ-kho,tshinnkho,chhinnkho,tshinnkho,chhinnkho,tk,ck
青耆,tshenn-kî,25,chheⁿ-kî,tshennki5,chhennki5,tshennki,chhennki,tk,ck
青耆,tshinn-kî,25,chhiⁿ-kî,tshinnki5,chhinnki5,tshinnki,chhinnki,tk,ck
青醬,tshenn-tsiùnn,25,chheⁿ-chiùⁿ,tshenntsiunn3,chhennchiunn3,tshenntsiunn,chhennchiunn,tt,cc
青醬,tshinn-tsiùnn,25,chhiⁿ-chiùⁿ,tshinntsiunn3,chhinnchiunn3,tshinntsiunn,chhinnchiunn,tt,cc
面板,bīn-pán,25,bīn-pán,bin7pan2,bin7pan2,binpan,binpan,bp,bp
面罩,bīn-tà,25,bīn-tà,bin7ta3,bin7ta3,binta,binta,bt,bt
面膜,bīn-mo̍oh,25,bīn-mo̍͘h,bin7mooh8,bin7mooh8,binmooh,binmooh,bm,bm
面霜,bīn-song,25,bīn-song,bin7song,bin7song,binsong,binsong,bs,bs
靶心,pé-sim,25,pé-sim,pe2sim,pe2sim,pesim,pesim,ps,ps
鞍馬,uann-bé,25,oaⁿ-bé,uannbe2,oannbe2,uannbe,oannbe,ub,ob
音量,im-liōng,25,im-liōng,imliong7,imliong7,imliong,imliong,il,il
預覽,ī-lám,25,ī-lám,i7lam2,i7lam2,ilam,ilam,il,il
預覽,ū-lám,25,ū-lám,u7lam2,u7lam2,ulam,ulam,ul,ul
預設,ī-siat,25,ī-siat,i7siat,i7siat,isiat,isiat,is,is
預設,ū-siat,25,ū-siat,u7siat,u7siat,usiat,usiat,us,us
頓卡,tǹg-khah,25,tǹg-khah,tng3khah,tng3khah,tngkhah,tngkhah,tk,tk
頓粉,tǹg-hún,25,tǹg-hún,tng3hun2,tng3hun2,tnghun,tnghun,th,th
頭頁,thâu-ia̍h,25,thâu-ia̍h,thau5iah8,thau5iah8,thauiah,thauiah,ti,ti
頷箍,ām-khoo,25,ām-kho͘,am7khoo,am7khoo,amkhoo,amkhoo,ak,ak
顏智,gân-tì,25,gân-tì,gan5ti3,gan5ti3,ganti,ganti,gt,gt
飛盤,hui-puânn,25,hui-pôaⁿ,huipuann5,huipoann5,huipuann,huipoann,hp,hp
飛輪,hui-lûn,25,hui-lûn,huilun5,huilun5,huilun,huilun,hl,hl
飛鳥,hui-niáu,25,hui-niáu,huiniau2,huiniau2,huiniau,huiniau,hn,hn
飛鳥,pue-tsiáu,25,poe-chiáu,puetsiau2,poechiau2,puetsiau,poechiau,pt,pc
食色,tsia̍h-sik,25,chia̍h-sek,tsiah8sik,chiah8sek,tsiahsik,chiahsek,ts,cs
餅𩛩,piánn-kauh,25,piáⁿ-kauh,piann2kauh,piann2kauh,piannkauh,piannkauh,pk,pk
香茅,hiang-m̂,25,hiang-m̂,hiangm5,hiangm5,hiangm,hiangm,hm,hm
香茅,hiong-hm̂,25,hiong-hm̂,hionghm5,hionghm5,hionghm,hionghm,hh,hh
香茅,hiunn-mâu,25,hiuⁿ-mâu,hiunnmau5,hiunnmau5,hiunnmau,hiunnmau,hm,hm
馬術,bé-su̍t,25,bé-su̍t,be2sut8,be2sut8,besut,besut,bs,bs
駐波,tsù-pho,25,chù-pho,tsu3pho,chu3pho,tsupho,chupho,tp,cp
駭客,hái-kheh,25,hái-kheh,hai2kheh,hai2kheh,haikheh,haikheh,hk,hk
體操,thé-tshau,25,thé-chhau,the2tshau,the2chhau,thetshau,thechhau,tt,tc
鮮奶,tshinn-ling,25,chhiⁿ-leng,tshinnling,chhinnleng,tshinnling,chhinnleng,tl,cl
鱸魚,lôo-hî,25,lô͘-hî,loo5hi5,loo5hi5,loohi,loohi,lh,lh
鱸魚,lôo-hû,25,lô͘-hû,loo5hu5,loo5hu5,loohu,loohu,lh,lh
鴿派,kap-phài,25,kap-phài,kapphai3,kapphai3,kapphai,kapphai,kp,kp
鷹派,ing-phài,25,eng-phài,ingphai3,engphai3,ingphai,engphai,ip,ep
麥片,be̍h-phìnn,25,be̍h-phìⁿ,beh8phinn3,beh8phinn3,behphinn,behphinn,bp,bp
麥角,be̍h-kak,25,be̍h-kak,beh8kak,beh8kak,behkak,behkak,bk,bk
麩質,hu-tsit,25,hu-chit,hutsit,huchit,hutsit,huchit,ht,hc
黃牌,n̂g-pâi,25,n̂g-pâi,ng5pai5,ng5pai5,ngpai,ngpai,np,np
點揤,tiám-tshi̍h,25,tiám-chhi̍h,tiam2tshih8,tiam2chhih8,tiamtshih,tiamchhih,tt,tc
點選,tiám-suán,25,tiám-soán,tiam2suan2,tiam2soan2,tiamsuan,tiamsoan,ts,ts
鼻刀,phīnn-to,25,phīⁿ-to,phinn7to,phinn7to,phinnto,phinnto,pt,pt
鼻柱,phīnn-thiāu,25,phīⁿ-thiāu,phinn7thiau7,phinn7thiau7,phinnthiau,phinnthiau,pt,pt
鼻翼,phīnn-si̍t,25,phīⁿ-si̍t,phinn7sit8,phinn7sit8,phinnsit,phinnsit,ps,ps
鼻腰,phīnn-io,25,phīⁿ-io,phinn7io,phinn7io,phinnio,phinnio,pi,pi
鼻頭,phīnn-thâu,25,phīⁿ-thâu,phinn7thau5,phinn7thau5,phinnthau,phinnthau,pt,pt
齒仔,gí-á,25,gí-á,gi2a2,gi2a2,gia,gia,ga,ga
齒仔,khí-á,25,khí-á,khi2a2,khi2a2,khia,khia,ka,ka
齒盤,khí-puânn,25,khí-pôaⁿ,khi2puann5,khi2poann5,khipuann,khipoann,kp,kp
龍船,liông-tsûn,25,liông-chûn,liong5tsun5,liong5chun5,liongtsun,liongchun,lt,lc
龍船,lîng-tsûn,25,lêng-chûn,ling5tsun5,leng5chun5,lingtsun,lengchun,lt,lc
𠕇仁,tīng-jîn,25,tēng-jîn,ting7jin5,teng7jin5,tingjin,tengjin,tj,tj
𠕇仁,tīng-lîn,25,tēng-lîn,ting7lin5,teng7lin5,tinglin,tenglin,tl,tl
𢯾枕,mooh-tsím,25,mo͘h-chím,moohtsim2,moohchim2,moohtsim,moohchim,mt,mc
𪐞染,tòo-ní,25,tò͘-ní,too3ni2,too3ni2,tooni,tooni,tn,tn
Phóo-meh狗,phóo-meh-káu,16,phó͘-meh-káu,phoo2mehkau2,phoo2mehkau2,phoomehkau,phoomehkau,pmk,pmk
Uí-sīr-kih,uí-sīr-kih,16,úi-sīr-kih,ui2sir7kih,ui2sir7kih,uisirkih,uisirkih,usk,usk
Uí-sū-kih,uí-sū-kih,16,úi-sū-kih,ui2su7kih,ui2su7kih,uisukih,uisukih,usk,usk
a̋m-phái-ah,a̋m-phái-ah,16,ăm-phái-ah,amphai2ah,am9phai2ah,amphaiah,amphaiah,apa,apa
bok-sìn-gù,bok-sìn-gù,16,bok-sìn-gù,boksin3gu3,boksin3gu3,boksingu,boksingu,bsg,bsg
e-móo-jih,e-móo-jih,16,e-mó͘-jih,emoo2jih,emoo2jih,emoojih,emoojih,emj,emj
goo-lú-huh,goo-lú-huh,16,go͘-lú-huh,goolu2huh,goolu2huh,gooluhuh,gooluhuh,glh,glh
gá-suh 爐,gá-suh-lôo,16,gá-suh-lô͘,ga2suhloo5,ga2suhloo5,gasuhloo,gasuhloo,gsl,gsl
hah-suh 條,hah-suh-tiâu,16,hah-suh-tiâu,hahsuhtiau5,hahsuhtiau5,hahsuhtiau,hahsuhtiau,hst,hst
hah-suh 酥,hah-suh-soo,16,hah-suh-so͘,hahsuhsoo,hahsuhsoo,hahsuhsoo,hahsuhsoo,hss,hss
hah-sìr 條,hah-sìr-tiâu,16,hah-sìr-tiâu,hahsir3tiau5,hahsir3tiau5,hahsirtiau,hahsirtiau,hst,hst
hah-sìr 酥,hah-sìr-soo,16,hah-sìr-so͘,hahsir3soo,hahsir3soo,hahsirsoo,hahsirsoo,hss,hss
hoo-mú-láng,hoo-mú-láng,16,ho͘-mú-láng,hoomu2lang2,hoomu2lang2,hoomulang,hoomulang,hml,hml
hu-lìng-gah,hu-lìng-gah,16,hu-lèng-gah,huling3gah,huleng3gah,hulinggah,hulenggah,hlg,hlg
huá-sū-tooh,huá-sū-tooh,16,hóa-sū-to͘h,hua2su7tooh,hoa2su7tooh,huasutooh,hoasutooh,hst,hst
khu-lì-mù,khu-lì-mù,16,khu-lì-mù,khuli3mu3,khuli3mu3,khulimu,khulimu,klm,klm
khú-khih餅,khú-khih-piánn,16,khú-khih-piáⁿ,khu2khihpiann2,khu2khihpiann2,khukhihpiann,khukhihpiann,kkp,kkp
khőng-niá-kuh,khőng-niá-kuh,16,khŏng-niá-kuh,khongnia2kuh,khong9nia2kuh,khongniakuh,khongniakuh,knk,knk
lè-hù-tooh,lè-hù-tooh,16,lè-hù-to͘h,le3hu3tooh,le3hu3tooh,lehutooh,lehutooh,lht,lht
lìn-gòo派,lìn-gòo-phài,16,lìn-gò͘-phài,lin3goo3phai3,lin3goo3phai3,lingoophai,lingoophai,lgp,lgp
ma-sá-lah,ma-sá-lah,16,ma-sá-lah,masa2lah,masa2lah,masalah,masalah,msl,msl
oo-mú 卵,oo-mú-nn̄g,16,o͘-mú-nn̄g,oomu2nng7,oomu2nng7,oomunng,oomunng,omn,omn
phián-khè-khò,phián-khè-khò,16,phián-khè-khò,phian2khe3kho3,phian2khe3kho3,phiankhekho,phiankhekho,pkk,pkk
se-khàn-tooh,se-khàn-tooh,16,se-khàn-to͘h,sekhan3tooh,sekhan3tooh,sekhantooh,sekhantooh,skt,skt
sia̍k-siú-khah,sia̍k-siú-khah,16,sia̍k-siú-khah,siak8siu2khah,siak8siu2khah,siaksiukhah,siaksiukhah,ssk,ssk
tshì-sìr餅,tshì-sìr-piánn,16,chhì-sìr-piáⁿ,tshi3sir3piann2,chhi3sir3piann2,tshisirpiann,chhisirpiann,tsp,csp
tshì-sù餅,tshì-sù-piánn,16,chhì-sù-piáⁿ,tshi3su3piann2,chhi3su3piann2,tshisupiann,chhisupiann,tsp,csp
一壘手,it-luí-tshiú,16,it-lúi-chhiú,itlui2tshiu2,itlui2chhiu2,itluitshiu,itluichhiu,ilt,ilc
一夜干,it-iā-kuann,16,it-iā-koaⁿ,itia7kuann,itia7koann,itiakuann,itiakoann,iik,iik
三不等,sam-put-tíng,16,sam-put-téng,samputting2,samputteng2,samputting,samputteng,spt,spt
三分球,sann-hun-kiû,16,saⁿ-hun-kiû,sannhunkiu5,sannhunkiu5,sannhunkiu,sannhunkiu,shk,shk
三壘手,sann-luí-tshiú,16,saⁿ-lúi-chhiú,sannlui2tshiu2,sannlui2chhiu2,sannluitshiu,sannluichhiu,slt,slc
三日賽,sann-ji̍t-sài,16,saⁿ-ji̍t-sài,sannjit8sai3,sannjit8sai3,sannjitsai,sannjitsai,sjs,sjs
三日賽,sann-li̍t-sài,16,saⁿ-li̍t-sài,sannlit8sai3,sannlit8sai3,sannlitsai,sannlitsai,sls,sls
三角錐,sann-kak-tsui,16,saⁿ-kak-chui,sannkaktsui,sannkakchui,sannkaktsui,sannkakchui,skt,skc
三項賽,sann-hāng-sài,16,saⁿ-hāng-sài,sannhang7sai3,sannhang7sai3,sannhangsai,sannhangsai,shs,shs
上細化,siōng-suè-huà,16,siōng-sòe-hòa,siong7sue3hua3,siong7soe3hoa3,siongsuehua,siongsoehoa,ssh,ssh
上細化,siōng-sè-huà,16,siōng-sè-hòa,siong7se3hua3,siong7se3hoa3,siongsehua,siongsehoa,ssh,ssh
下一步,ē-tsi̍t-pōo,16,ē-chi̍t-pō͘,e7tsit8poo7,e7chit8poo7,etsitpoo,echitpoo,etp,ecp
下半場,ē-puànn-tiûnn,16,ē-pòaⁿ-tiûⁿ,e7puann3tiunn5,e7poann3tiunn5,epuanntiunn,epoanntiunn,ept,ept
下目箍,ē-ba̍k-khoo,16,ē-ba̍k-kho͘,e7bak8khoo,e7bak8khoo,ebakkhoo,ebakkhoo,ebk,ebk
下目蚶,ē-ba̍k-ham,16,ē-ba̍k-ham,e7bak8ham,e7bak8ham,ebakham,ebakham,ebh,ebh
下頦線,ē-hâi-suànn,16,ē-hâi-sòaⁿ,e7hai5suann3,e7hai5soann3,ehaisuann,ehaisoann,ehs,ehs
下頦角,ē-hâi-kak,16,ē-hâi-kak,e7hai5kak,e7hai5kak,ehaikak,ehaikak,ehk,ehk
下頦觳,ē-hâi-khok,16,ē-hâi-khok,e7hai5khok,e7hai5khok,ehaikhok,ehaikhok,ehk,ehk
不織布,put-tsit-pòo,16,put-chit-pò͘,puttsitpoo3,putchitpoo3,puttsitpoo,putchitpoo,ptp,pcp
中長跑,tiong-tn̂g-pháu,16,tiong-tn̂g-pháu,tiongtng5phau2,tiongtng5phau2,tiongtngphau,tiongtngphau,ttp,ttp
主動肌,tsú-tōng-ki,16,chú-tōng-ki,tsu2tong7ki,chu2tong7ki,tsutongki,chutongki,ttk,ctk
主機枋,tsú-ki-pang,16,chú-ki-pang,tsu2kipang,chu2kipang,tsukipang,chukipang,tkp,ckp
九層炊,káu-tsàn-tshe,16,káu-chàn-chhe,kau2tsan3tshe,kau2chan3chhe,kautsantshe,kauchanchhe,ktt,kcc
九層炊,káu-tsàn-tshue,16,káu-chàn-chhoe,kau2tsan3tshue,kau2chan3chhoe,kautsantshue,kauchanchhoe,ktt,kcc
九重粿,káu-tîng-kué,16,káu-têng-kóe,kau2ting5kue2,kau2teng5koe2,kautingkue,kautengkoe,ktk,ktk
九重粿,káu-tîng-ké,16,káu-têng-ké,kau2ting5ke2,kau2teng5ke2,kautingke,kautengke,ktk,ktk
二七仔,jī-tshit-á,16,jī-chhit-á,ji7tshita2,ji7chhita2,jitshita,jichhita,jta,jca
二七仔,lī-tshit-á,16,lī-chhit-á,li7tshita2,li7chhita2,litshita,lichhita,lta,lca
二壘手,jī-luí-tshiú,16,jī-lúi-chhiú,ji7lui2tshiu2,ji7lui2chhiu2,jiluitshiu,jiluichhiu,jlt,jlc
二壘手,lī-luí-tshiú,16,lī-lúi-chhiú,li7lui2tshiu2,li7lui2chhiu2,liluitshiu,liluichhiu,llt,llc
二進位,jī-tsìn-uī,16,jī-chìn-ūi,ji7tsin3ui7,ji7chin3ui7,jitsinui,jichinui,jtu,jcu
二頭肌,jī-thâu-ki,16,jī-thâu-ki,ji7thau5ki,ji7thau5ki,jithauki,jithauki,jtk,jtk
二頭肌,lī-thâu-ki,16,lī-thâu-ki,li7thau5ki,li7thau5ki,lithauki,lithauki,ltk,ltk
仙人掌,sian-jîn-tsióng,16,sian-jîn-chióng,sianjin5tsiong2,sianjin5chiong2,sianjintsiong,sianjinchiong,sjt,sjc
仙人掌,sian-lîn-tsióng,16,sian-lîn-chióng,sianlin5tsiong2,sianlin5chiong2,sianlintsiong,sianlinchiong,slt,slc
伊斯蘭,i-su-lân,16,i-su-lân,isulan5,isulan5,isulan,isulan,isl,isl
伺服器,sù-ho̍k-khì,16,sù-ho̍k-khì,su3hok8khi3,su3hok8khi3,suhokkhi,suhokkhi,shk,shk
住宅區,tsū-the̍h-khu,16,chū-the̍h-khu,tsu7theh8khu,chu7theh8khu,tsuthehkhu,chuthehkhu,ttk,ctk
佛卡夏,hoo-khá-tshiah,16,ho͘-khá-chhiah,hookha2tshiah,hookha2chhiah,hookhatshiah,hookhachhiah,hkt,hkc
使用者,sú-iōng-tsiá,16,sú-iōng-chiá,su2iong7tsia2,su2iong7chia2,suiongtsia,suiongchia,sit,sic
便利貼,piān-lī-tah,16,piān-lī-tah,pian7li7tah,pian7li7tah,pianlitah,pianlitah,plt,plt
