tl,hanzi,drop_reason
uē bē-sái lām-sám kóng.,物會使濫糝食，話袂使濫糝講。,proverb
Khan ang-î,牽尪姨，順話尾。,proverb
sūn uē-bué.,牽尪姨，順話尾。,proverb
Káu bô hiâm tsú-lâng sàn.,狗無嫌主人散。,proverb
Káu tuè phuì tsáu,狗綴屁走，人綴勢走。,proverb
lâng tuè sè tsáu.,狗綴屁走，人綴勢走。,proverb
Kâu iā ē pua̍h-lo̍h tshiū-kha.,猴也會跋落樹跤。,proverb
si-kue bué.,王梨頭，西瓜尾。,proverb
Ông-lâi thâu,王梨頭，西瓜尾。,proverb
Kam-tsià bô siang-thâu tinn.,甘蔗無雙頭甜。,proverb
Kam-tsià bô siang-thâu tinn,甘蔗無雙頭甜，月娘無逐日圓。,proverb
gue̍h-niû bô ta̍k-ji̍t înn.,甘蔗無雙頭甜，月娘無逐日圓。,proverb
Kam-tsià suî ba̍k khè.,甘蔗隨目齧。,proverb
Kam-guān tsò gû,甘願做牛，毋驚無犁通拖。,proverb
m̄ kiann bô lê thang thua.,甘願做牛，毋驚無犁通拖。,proverb
Senn-kiánn iông-ī,生囝容易，教囝難。,proverb
kà kiánn lân.,生囝容易，教囝難。,proverb
Senn-kiánn sai-á,生囝師仔，飼囝師傅。,proverb
tshī kiánn sai-hū.,生囝師仔，飼囝師傅。,proverb
Senn-kiánn kán-tan,生囝簡單，飼囝困難。,proverb
tshī kiánn khùn-lân.,生囝簡單，飼囝困難。,proverb
Tshenn-kông káu tsia̍h bô sái.,生狂狗食無屎。,proverb
Sing-lí bô-kàu tsing,生理無夠精，媒人貼聘金。,proverb
muê-lâng thiap phìng-kim.,生理無夠精，媒人貼聘金。,proverb
Sing-lí tsînn sann-tsa̍p nî,生理錢三十年，流汗錢萬萬年。,proverb
lâu-kuānn tsînn bān-bān nî.,生理錢三十年，流汗錢萬萬年。,proverb
Senn--ê tshiánn tsi̍t pinn,生的且一邊，養的恩情較大天。,proverb
iúnn--ê un-tsîng khah tuā thinn.,生的且一邊，養的恩情較大天。,proverb
Senn ke-nn̄g--ê bô,生雞卵的無，放雞屎的有。,proverb
pàng ke-sái--ê ū.,生雞卵的無，放雞屎的有。,proverb
Tshenn tsia̍h to bô-kàu,生食都無夠，哪有通曝乾。,proverb
ná ū thang pha̍k-kuann.,生食都無夠，哪有通曝乾。,proverb
Iōng pa̍t-lâng ê kûn-thâu-bú tsing tsio̍h-sai.,用別人的拳頭拇舂石獅。,proverb
Iōng pa̍t-lâng ê lān-tsiáu tsò hué-ngeh.,用別人的𡳞鳥做火夾。,proverb
Tshân-enn phôo tsio̍h-thiāu.,田嬰扶石柱。,proverb
Tshân-lê kâm tsuí kuè tang.,田螺含水過冬。,proverb
Uā hóo uā phî lân uā kut,畫虎畫皮難畫骨，知人知面不知心。,proverb
ti jîn ti biān put ti sim.,畫虎畫皮難畫骨，知人知面不知心。,proverb
Gî lâng,疑人，毋成賊。,proverb
m̄ tsiânn tsha̍t.,疑人，毋成賊。,proverb
He-ku bē lún tit sàu.,痚呴袂忍得嗽。,proverb
Siáu-káu tsing bōng-khòng.,痟狗舂墓壙。,proverb
Siáu-tham nǹg ke-lam.,痟貪軁雞籠。,proverb
Sán-lâng gâu tsia̍h-pn̄g,瘦人𠢕食飯，瘦田𠢕欶水。,proverb
sán tshân gâu suh tsuí.,瘦人𠢕食飯，瘦田𠢕欶水。,proverb
Sán-ki-lo̍h-hio̍h.,瘦枝落葉。,proverb
Sán tshân gâu suh tsuí.,瘦田𠢕欶水。,proverb
Sán kah tshun tsi̍t ki kut.,瘦甲賰一支骨。,proverb
Sán koh po̍h-pán.,瘦閣薄板。,proverb
Pe̍h-pe̍h pòo ní kah oo.,白白布染甲烏。,proverb
Pe̍h-līng-si pue kàu ian-tsi-hāng,白翎鷥飛到胭脂巷，也是白。,proverb
iā sī pe̍h.,白翎鷥飛到胭脂巷，也是白。,proverb
Pah-puann bú-gē,百般武藝，毋值鋤頭落地。,proverb
m̄-ta̍t tî-thâu lo̍h-tē.,百般武藝，毋值鋤頭落地。,proverb
Phî-phî tsia̍h kah lâu-tsî.,皮皮食甲流糍。,proverb
Tsīn jîn-sū,盡人事，聽天命。,proverb
thìng thian-bīng.,盡人事，聽天命。,proverb
Tsīn jîn-sū,盡人事，順天意。,proverb
sūn thinn-ì.,盡人事，順天意。,proverb
Tsīn sim tshiùnn,盡心唱，嫌無聲。,proverb
hiâm bô siann.,盡心唱，嫌無聲。,proverb
Ba̍k-tsiu tuà táu-kài,目睭帶斗概，看著逐項愛。,proverb
khuànn-tio̍h ta̍k hāng ài.,目睭帶斗概，看著逐項愛。,proverb
Ba̍k-tsiu kuà táu-kài,目睭掛斗概，看人物就愛。,proverb
khuànn lâng mi̍h tō ài.,目睭掛斗概，看人物就愛。,proverb
Ba̍k-tsiu kuà táu-kài,目睭掛斗概，看會著的攏欲愛。,proverb
khuànn ē tio̍h--ê lóng beh ài.,目睭掛斗概，看會著的攏欲愛。,proverb
Ba̍k-tsiu senn tī thâu-khak-tíng.,目睭生佇頭殼頂。,proverb
Ba̍k-tsiu khuànn tī kué,目睭看佇粿，跤踏著火。,proverb
kha ta̍h-tio̍h hué.,目睭看佇粿，跤踏著火。,proverb
Ba̍k-tsiu khuànn-kuân,目睭看懸，無看低。,proverb
bô khuànn-kē.,目睭看懸，無看低。,proverb
Ba̍k-tsiu khuànn bô ba̍k-tsiah-mn̂g.,目睭看無目睫毛。,proverb
Ba̍k-tsiu hue-hue,目睭花花，匏仔看做菜瓜。,proverb
pû-á khuànn-tsò tshài-kue.,目睭花花，匏仔看做菜瓜。,proverb
Ba̍k-tsiu kim-kim lâng siong-tiōng.,目睭金金人傷重。,proverb
Sio-pun tsia̍h ū tshun,相分食有賰，相搶食無份。,proverb
sio-tshiúnn tsia̍h bô hūn.,相分食有賰，相搶食無份。,proverb
Siòng-miā bô po,相命無褒，食水都無。,proverb
tsia̍h tsuí to bô.,相命無褒，食水都無。,proverb
Sio-mē bô kíng tshuì,相罵無揀喙，相拍無揀位。,proverb
sio-phah bô kíng uī.,相罵無揀喙，相拍無揀位。,proverb
Khuànn lâng tsia̍h bah,看人食肉，毋通看人相拍。,proverb
m̄-thang khuànn lâng sio-phah.,看人食肉，毋通看人相拍。,proverb
Tsìng-lâng tshuì oh am.,眾人喙僫掩。,proverb
Sîn-bîng hing,神明興，弟子窮。,proverb
tē-tsú kîng.,神明興，弟子窮。,proverb
Tē-it Thinn-kong,第一天公，第二母舅公。,proverb
tē-jī bú-kū-kong.,第一天公，第二母舅公。,proverb
Tán mi̍h oh kàu,等物僫到，等人快老。,proverb
tán lâng khuài lāu.,等物僫到，等人快老。,proverb
oo tuā-pān.,紅媠，烏大範。,proverb
Âng suí,紅媠，烏大範。,proverb
Sè-hàn thau bán pû,細漢偷挽匏，大漢偷牽牛。,proverb
tuā-hàn thau khan gû.,細漢偷挽匏，大漢偷牽牛。,proverb
Sè-hàn huân-ló i bē tuā,細漢煩惱伊袂大，大漢煩惱伊未娶。,proverb
tuā-hàn huân-ló i buē tshuā.,細漢煩惱伊袂大，大漢煩惱伊未娶。,proverb
Sè khang m̄ póo,細空毋補，大空叫苦。,proverb
tuā khang kiò-khóo.,細空毋補，大空叫苦。,proverb
Sè-sè hōo lo̍h-kú,細細雨落久，塗也會澹。,proverb
thôo iā ē tâm.,細細雨落久，塗也會澹。,proverb
Kín sū,緊事，三分輸。,proverb
sann hun su.,緊事，三分輸。,proverb
Kín tshue,緊炊，無好粿。,proverb
bô hó kué.,緊炊，無好粿。,proverb
Kín pháng bô hó se,緊紡無好紗，緊嫁無好大家。,proverb
kín kè bô hó ta-ke.,緊紡無好紗，緊嫁無好大家。,proverb
Kín kiânn bô hó pōo.,緊行無好步。,proverb
Kín kiânn,緊行，無好步；緊走，無好路；緊揣，無好頭路。,proverb
bô hó lōo; kín tshuē,緊行，無好步；緊走，無好路；緊揣，無好頭路。,proverb
bô hó pōo; kín tsáu,緊行，無好步；緊走，無好路；緊揣，無好頭路。,proverb
bô hó thâu-lōo.,緊行，無好步；緊走，無好路；緊揣，無好頭路。,proverb
Khih-tshuì--ê tsia̍h bí-hún──khuànn-hiān-hiān.,缺喙的食米粉──看現現。,proverb
Bóng thàn khah bē sàn.,罔趁較袂散。,proverb
Ang-á-bóo sī sio-khiàm-tsè.,翁仔某是相欠債。,proverb
Ang-bóo nā kāng-sim,翁某若仝心，烏塗變成金。,proverb
oo-thôo piàn-sîng kim.,翁某若仝心，烏塗變成金。,proverb
Ang khiàm bóo tsè,翁欠某債，某欠翁債。,proverb
bóo khiàm ang tsè.,翁欠某債，某欠翁債。,proverb
Ang tshin bóo tshin,翁親某親，老婆仔拋捙輪。,proverb
lāu-pô-á pha-tshia-lin.,翁親某親，老婆仔拋捙輪。,proverb
Lāu-lâng tshiūnn gín-á.,老人像囡仔。,proverb
Lāu-lâng tshiūnn sè-kiánn.,老人像細囝。,proverb
Lāu-lâng gín-á-sìng.,老人囡仔性。,proverb
Lāu-lâng gín-á-siùnn.,老人囡仔相。,proverb
Lāu-lâng m̄ kóng-kóo,老人毋講古，少年毋捌寶。,proverb
siàu-liân m̄ bat pó.,老人毋講古，少年毋捌寶。,proverb
Lāu-tuànn pua̍h-lo̍h hì-pênn-kha.,老旦跋落戲棚跤。,proverb
Lāu--ê lāu-pōo-tiānn,老的老步定，少年的較懂嚇。,proverb
siàu-liân--ê khah táng-hiannh.,老的老步定，少年的較懂嚇。,proverb
Hīnn-á senn nn̄g hio̍h,耳仔生兩葉，家己看袂著。,proverb
ka-kī khuànn bē tio̍h.,耳仔生兩葉，家己看袂著。,proverb
Thiann bóo tshuì,聽某喙，大富貴。,proverb
tuā hù-kuì.,聽某喙，大富貴。,proverb
Thiann m̄ kìnn,聽毋見，失一片；聽入見，腹肚滇。,proverb
pak-tóo tīnn.,聽毋見，失一片；聽入見，腹肚滇。,proverb
sit tsi̍t phìnn; thiann ji̍p kìnn,聽毋見，失一片；聽入見，腹肚滇。,proverb
Bah hōo lâng tsia̍h,肉予人食，骨毋成予人齧。,proverb
kut m̄-tsiânn hōo lâng khè.,肉予人食，骨毋成予人齧。,proverb
Bah hōo lâng tsia̍h,肉予人食，骨毋通予人齧。,proverb
kut m̄-thang hōo lâng khè.,肉予人食，骨毋通予人齧。,proverb
Bah beh hōo lâng tsia̍h,肉欲予人食，骨毋予人齧。,proverb
kut m̄ hōo lâng khè.,肉欲予人食，骨毋予人齧。,proverb
Bah beh hōo lí tsia̍h,肉欲予你食，骨毋予你齧。,proverb
kut m̄ hōo lí khè.,肉欲予你食，骨毋予你齧。,proverb
Hôo-sîn bú sái-pue.,胡蠅舞屎桮。,proverb
Pak-lāi bô ko.,腹內無膏。,proverb
Pak-tóo tsò io̍h-tû.,腹肚做藥櫥。,proverb
Pak-tóo ná tsuí-kuī,腹肚若水櫃，胸坎若樓梯。,proverb
hing-khám ná lâu-thui.,腹肚若水櫃，胸坎若樓梯。,proverb
Phòng-hong tsuí-ke thâi bô bah.,膨風水雞刣無肉。,proverb
Tshàu-ta póo bô si̍k.,臭焦補無熟。,proverb
Tshàu-thâu-á mā ē tsò hông-tè,臭頭仔嘛會做皇帝，做總統你嘛有機會。,proverb
tsò tsóng-thóng lí mā ū ki-huē.,臭頭仔嘛會做皇帝，做總統你嘛有機會。,proverb
Tâi-uân tsînn,臺灣錢，淹跤目。,proverb
im kha-ba̍k.,臺灣錢，淹跤目。,proverb
Kū siû tsia̍h sin siû.,舊囚食新囚。,proverb
Tsûn kuè tsuí bô hûn.,船過水無痕。,proverb
Kan-khóo thâu,艱苦頭，快活尾。,proverb
khuìnn-ua̍h bué.,艱苦頭，快活尾。,proverb
Hue bô pah ji̍t âng,花無百日紅，人無千日好。,proverb
lâng bô tshian ji̍t hó.,花無百日紅，人無千日好。,proverb
Hue tsia̍h lōo-tsuí,花食露水，人食喙水。,proverb
lâng tsia̍h tshuì-suí.,花食露水，人食喙水。,proverb
Lîng-ngá-liâu,苓仔寮、能雅寮,proverb
Lîng-á-liâu,苓仔寮、能雅寮,proverb
Tsháu-tē bú-kū tsē tuā-uī――lâng sio̍k lé put sio̍k.,草地母舅坐大位――人俗禮不俗。,proverb
Tsháu-tē tshin-ke tsē tuā-uī――lâng gōng lé bē gōng.,草地親家坐大位――人戇禮袂戇。,proverb
Tsháu-tē tshin-ke tsē tuā-uī.,草地親家坐大位。,proverb
Lám-lám bé iā ū tsi̍t pōo that.,荏荏馬也有一步踢。,proverb
Lám-lám bé mā ū tsi̍t pōo that.,荏荏馬嘛有一步踢。,proverb
Kuann-tsin bē-tsò-tit kuái-á.,菅蓁袂做得枴仔。,proverb
Tshài thâng tsia̍h tshài,菜蟲食菜，菜跤死。,proverb
tshài-kha sí.,菜蟲食菜，菜跤死。,proverb
Bān-sū khí-thâu lân.,萬事起頭難。,proverb
Lo̍h-thôo-sî peh-jī miā.,落塗時八字命。,proverb
Lo̍h tsuí pênn-pênn tîm,落水平平沉，全無重頭輕。,proverb
tsuân bô tāng-thâu-khin.,落水平平沉，全無重頭輕。,proverb
Hóo thâu iàn ām.,虎頭燕頷。,proverb
Hóo thâu niáu-tshí bué.,虎頭鳥鼠尾。,proverb
Kiânn-tsûn tsáu-bé sann hun miā.,行船走馬三分命。,proverb
Bē-hiáu thì-thâu,袂曉剃頭，拄著鬍鬚。,proverb
tú-tio̍h hôo-tshiu.,袂曉剃頭，拄著鬍鬚。,proverb
Bē senn,袂生，帶罵媒人。,proverb
tài mē muê-lâng.,袂生，帶罵媒人。,proverb
Bē sinn,袂生，牽拖厝邊。,proverb
khan-thua tshù-pinn.,袂生，牽拖厝邊。,proverb
Bē senn,袂生，牽拖媒人。,proverb
khan-thua muê-lâng.,袂生，牽拖媒人。,proverb
Bē senn,袂生，牽拖洗落雨水。,proverb
khan-thua sé-lo̍h hōo-tsuí.,袂生，牽拖洗落雨水。,proverb
Khòo-té tē pōng-tsí.,褲底袋磅子。,proverb
Khòo-tē-á sì-kak.,褲袋仔四角。,proverb
Khòo-tē-á khang-khang.,褲袋仔空空。,proverb
Khòo-tē-á tē pōng-tsí.,褲袋仔袋磅子。,proverb
Sai-pak-hōo,西北雨，落袂過車路。,proverb
lo̍h bē kuè tshia-lōo.,西北雨，落袂過車路。,proverb
Si-kue uá tuā pîng.,西瓜倚大爿。,proverb
Kiàn-siàu tńg siū-khì.,見笑轉受氣。,proverb
Tshin-ke khah hìng tshenn-ḿ.,親家較興親姆。,proverb
Sîng-ì tsia̍h tsuí tinn.,誠意食水甜。,proverb
Kóng tsi̍t ê iánn,講一个影，生一个囝。,proverb
senn tsi̍t ê kiánn.,講一个影，生一个囝。,proverb
Kóng kah lí bat,講甲你捌，喙鬚好拍結；講甲你會，頭毛喙鬚白。,proverb
thâu-mn̂g tshuì-tshiu pe̍h.,講甲你捌，喙鬚好拍結；講甲你會，頭毛喙鬚白。,proverb
tshuì-tshiu hó phah-kat; kóng kah lí ē,講甲你捌，喙鬚好拍結；講甲你會，頭毛喙鬚白。,proverb
Kóng-tio̍h tsia̍h,講著食，舂破額。,proverb
tsing-phuà hia̍h.,講著食，舂破額。,proverb
Kóng tsuâ tō suà,講蛇就紲，草索丈外。,proverb
tsháu-soh tn̄g guā.,講蛇就紲，草索丈外。,proverb
Kóng-uē tìng lâng thiann,講話中人聽，較好大細聲。,proverb
khah hó tuā-sè-siann.,講話中人聽，較好大細聲。,proverb
Kóng-uē kuà-kut.,講話掛骨。,proverb
Tha̍k-tsheh,讀冊，讀佇尻脊骿。,proverb
tha̍k tī kha-tsiah-phiann.,讀冊，讀佇尻脊骿。,proverb
Tāu-iû pun i ùn,豆油分伊搵，連碟仔煞提去。,proverb
liân ti̍h-á suah the̍h--khì.,豆油分伊搵，連碟仔煞提去。,proverb
Ti-sái nâ-á iā kuānn tshut-lâi phín-pó.,豬屎籃仔也捾出來品寶。,proverb
Ti-sái nâ-á iā the̍h tshut-lâi phín-phīng.,豬屎籃仔也提出來品並。,proverb
Ti-sái nâ-á kat-tshái.,豬屎籃仔結綵。,proverb
Ti-sái nâ-á thàn lâng kat-tshái.,豬屎籃仔趁人結綵。,proverb
Ti-siū m̄-ta̍t káu-siū ún.,豬岫毋值狗岫穩。,proverb
Ti m̄ tuā,豬毋大，大對狗去。,proverb
tuā tuì káu khì.,豬毋大，大對狗去。,proverb
Ti-thâu m̄ kòo,豬頭毋顧，顧鴨母卵。,proverb
kòo ah-bó nn̄g.,豬頭毋顧，顧鴨母卵。,proverb
Ti-thâu-phuê tsuànn bô iû.,豬頭皮炸無油。,proverb
Tsâi-tsú-siū sann jī tsuân.,財子壽三字全。,proverb
Tham sio̍k bé káu-sua.,貪俗買狗鯊。,proverb
Bé tshù,買厝，買厝邊。,proverb
bé tshù-pinn.,買厝，買厝邊。,proverb
Bé tshân ài kíng hó tshân té,買田愛揀好田底，娶某愛揀好娘嬭。,proverb
tshuā-bóo ài kíng hó niû-lé.,買田愛揀好田底，娶某愛揀好娘嬭。,proverb
Bé-bē sǹg hun,買賣算分，相請無論。,proverb
sio-tshiánn bô lūn.,買賣算分，相請無論。,proverb
Tsha̍t khah ok lâng.,賊較惡人。,proverb
Bē huî tsia̍h khih,賣瓷食缺，編蓆睏椅。,proverb
pian tshio̍h khùn í.,賣瓷食缺，編蓆睏椅。,proverb
Bē hue kóng hue phang,賣花講花芳，賣酒講酒紅。,proverb
bē tsiú kóng tsiú âng.,賣花講花芳，賣酒講酒紅。,proverb
Bē tê kóng tê phang,賣茶講茶芳，賣花講花紅。,proverb
bē hue kóng hue âng.,賣茶講茶芳，賣花講花紅。,proverb
Bē si-kue--ê tsia̍h uai-tsâi-kue-á.,賣西瓜的食歪臍瓜仔。,proverb
Iânn bé koh siūnn-beh iânn bé-lôo.,贏馬閣想欲贏馬奴。,proverb
Khí-tshù hó tshù-pinn,起厝好厝邊，作田好田墘。,proverb
tsoh-tshân hó tshân-kînn.,起厝好厝邊，作田好田墘。,proverb
Thàn iā tio̍h thàn,趁也著趁，食也著食。,proverb
tsia̍h iā tio̍h tsia̍h.,趁也著趁，食也著食。,proverb
Thàn-tsînn iú sòo,趁錢有數，性命愛顧。,proverb
sènn-miā ài kòo.,趁錢有數，性命愛顧。,proverb
Kuánn lâng senn,趕人生，趕人死，趕人食飯無情理。,proverb
kuánn lâng sí,趕人生，趕人死，趕人食飯無情理。,proverb
kuánn lâng tsia̍h-pn̄g bô tsîng-lí.,趕人生，趕人死，趕人食飯無情理。,proverb
Pua̍h tsi̍t tó,跋一倒，抾著一隻金雞母。,proverb
khioh-tio̍h tsi̍t tsiah kim ke-bó.,跋一倒，抾著一隻金雞母。,proverb
Pua̍h-kiáu sai-hū,跋筊師傅，無褲通穿。,proverb
bô khòo thang tshīng.,跋筊師傅，無褲通穿。,proverb
Pua̍h-kiáu lông-kun bé-bē tsha̍t.,跋筊郎君買賣賊。,proverb
Pua̍h-kiáu tsînn bē-tsò-tit ke-hué.,跋筊錢袂做得家伙。,proverb
Pua̍h-kiáu tsînn,跋筊錢，袂得做家伙。,proverb
bē-tit tsò ke-hué.,跋筊錢，袂得做家伙。,proverb
Pua̍h-kiáu tsînn,跋筊錢，袂過暝。,proverb
bē kuè-mê.,跋筊錢，袂過暝。,proverb
Pua̍h-kiáu,跋筊，家伙了。,proverb
ke-hué liáu.,跋筊，家伙了。,proverb
Kha ta tshiú ta,跤焦手焦，毋免入灶跤。,proverb
m̄-bián ji̍p tsàu-kha.,跤焦手焦，毋免入灶跤。,proverb
Nǹg-tsǹg,軁鑽，毋值拄搪。,proverb
m̄-ta̍t tú-tn̄g.,軁鑽，毋值拄搪。,proverb
Su lâng m̄ su tīn,輸人毋輸陣，輸陣歹看面。,proverb
su tīn pháinn-khuànn bīn.,輸人毋輸陣，輸陣歹看面。,proverb
Kīn suann tshò bô tshâ,近山剉無柴，近溪擔無水。,proverb
kīn khe tann bô tsuí.,近山剉無柴，近溪擔無水。,proverb
Kīn biō khi sîn.,近廟欺神。,proverb
Kīn suí ti gû sìng,近水知魚性，近山識鳥音。,proverb
kīn san sik niáu im.,近水知魚性，近山識鳥音。,proverb
Sàng i hî,送伊魚，較輸教伊掠魚。,proverb
khah-su kà i lia̍h hî.,送伊魚，較輸教伊掠魚。,proverb
Tsit khe bô hî,這溪無魚，別溪釣。,proverb
pa̍t khe tiò.,這溪無魚，別溪釣。,proverb
Kuè-sî bē la̍h-ji̍t.,過時賣曆日。,proverb
Kuè kiô khah tsē lí kiânn-lōo,過橋較濟你行路，食鹽較濟你食米。,proverb
tsia̍h iâm khah tsē lí tsia̍h bí.,過橋較濟你行路，食鹽較濟你食米。,proverb
Hn̄g khuànn pe̍h-pho-pho,遠看白波波，近看就無膏。,proverb
kīn khuànn tō bô ko.,遠看白波波，近看就無膏。,proverb
Hn̄g-hn̄g thâi ke-kak,遠遠刣雞鵤，近近相穢目。,proverb
kīn-kīn sio-uè ba̍k.,遠遠刣雞鵤，近近相穢目。,proverb
Kim-kue tshàu pak-lāi.,金瓜臭腹內。,proverb
Phoo-bīn than,鋪面蟶，浸水蚵。,proverb
tsìm-tsuí ô.,鋪面蟶，浸水蚵。,proverb
Tsînn sì kha,錢四跤，人兩跤。,proverb
lâng nn̄g kha.,錢四跤，人兩跤。,proverb
Tsînn sì kha,錢四跤，人兩跤，仙逐嘛逐袂著。,proverb
lâng nn̄g kha,錢四跤，人兩跤，仙逐嘛逐袂著。,proverb
sian jiok mā jiok bē tio̍h.,錢四跤，人兩跤，仙逐嘛逐袂著。,proverb
Tsînn tuā-pah,錢大百，人落肉。,proverb
lâng lo̍h-bah.,錢大百，人落肉。,proverb
Tsînn beh tuā-pah,錢欲大百，人就無肉。,proverb
lâng tō bô bah.,錢欲大百，人就無肉。,proverb
Iam-ke thàn hōng pue――tuè lâng bē tio̍h.,閹雞趁鳳飛――綴人袂著。,proverb
Iam-ke thàn hōng pue.,閹雞趁鳳飛。,proverb
Kuan-tè-iâ bīn-tsîng lāng tuā-to.,關帝爺面前弄大刀。,proverb
Kuainn-mn̂g tio̍h tshuànn,關門著閂，講話著看。,proverb
kóng-uē tio̍h khuànn.,關門著閂，講話著看。,proverb
Im-thim káu,陰鴆狗，咬人袂吼。,proverb
kā lâng bē háu.,陰鴆狗，咬人袂吼。,proverb
Im-thim-im-thim,陰鴆陰鴆，咬人三寸深。,proverb
kā lâng sann tshùn tshim.,陰鴆陰鴆，咬人三寸深。,proverb
Keh-piah tshin-ke,隔壁親家，禮數原在。,proverb
lé-sòo guân-tsāi.,隔壁親家，禮數原在。,proverb
Siang ê tsn̄g,雙个旋，惡甲無人問。,proverb
ok kah bô lâng mn̄g.,雙个旋，惡甲無人問。,proverb
Siang-tshiú phō hâi-jî,雙手抱孩兒，才知爸母時。,proverb
tsiah tsai pē-bú sî.,雙手抱孩兒，才知爸母時。,proverb
Tsa̍p-liām ta-ke tshut bân-phuê sin-pū.,雜唸大家出蠻皮新婦。,proverb
Ke-nn̄g ba̍t-ba̍t iā ū phāng.,雞卵密密也有縫。,proverb
Ke sái lo̍h thôo,雞屎落塗，也有三寸煙。,proverb
iā ū sann tshùn ian.,雞屎落塗，也有三寸煙。,proverb
Lī hiunn,離鄉，無離腔。,proverb
bô lī khiunn.,離鄉，無離腔。,proverb
Bông khui,雺開，曝死鬼；雺無開，穿棕蓑。,proverb
pha̍k-sí kuí; bông bô khui,雺開，曝死鬼；雺無開，穿棕蓑。,proverb
tshīng tsang-sui.,雺開，曝死鬼；雺無開，穿棕蓑。,proverb
Sap-sap-á-hōo lo̍h-kú,霎霎仔雨落久，塗嘛會澹。,proverb
thôo mā ē tâm.,霎霎仔雨落久，塗嘛會澹。,proverb
Tshenn-mê niau kā-tio̍h sí niáu-tshí.,青盲貓咬著死鳥鼠。,proverb
Tshenn-mê ke tok-tio̍h thâng.,青盲雞啄著蟲。,proverb
Khò suann suann ē pang,靠山山會崩，靠水水會焦。,proverb
khò tsuí tsuí ē ta.,靠山山會崩，靠水水會焦。,proverb
Tíng-si kuán ē-si,頂司管下司，鋤頭管畚箕。,proverb
tî-thâu kuán pùn-ki.,頂司管下司，鋤頭管畚箕。,proverb
Tíng-káng ū miâ-siann,頂港有名聲，下港上出名。,proverb
ē-káng siōng tshut-miâ.,頂港有名聲，下港上出名。,proverb
Thâu tuā bīn sù-hong,頭大面四方，肚大居財王。,proverb
tóo tuā ki-tsâi ông.,頭大面四方，肚大居財王。,proverb
Thâu sio-sio,頭燒燒，尾冷冷。,proverb
bué líng-líng.,頭燒燒，尾冷冷。,proverb
Tsia̍h lâng tsi̍t kháu,食人一口，報人一斗。,proverb
pò lâng tsi̍t táu.,食人一口，報人一斗。,proverb
Tsia̍h lâng tsi̍t kin,食人一斤，也著還人四兩。,proverb
iā tio̍h hîng lâng sì niú.,食人一斤，也著還人四兩。,proverb
Tsia̍h lâng thâu tsing tsiú,食人頭鍾酒，講人頭句話。,proverb
kóng lâng thâu kù uē.,食人頭鍾酒，講人頭句話。,proverb
Tsia̍h lí ê bah,食你的肉，無齧你的骨。,proverb
bô khè lí ê kut.,食你的肉，無齧你的骨。,proverb
Tsia̍h hó tàu sio-pò.,食好鬥相報。,proverb
Tsia̍h ka-kī ê bí,食家己的米，講別人的話。,proverb
kóng pa̍t-lâng ê uē.,食家己的米，講別人的話。,proverb
Tsia̍h Tsô Tshò bí,食曹操米，講劉備話。,proverb
kóng Lâu Pī uē.,食曹操米，講劉備話。,proverb
Tsia̍h kué-tsí pài tshiū-thâu; tsia̍h bí-pn̄g pài tshân-thâu.,食果子拜樹頭；食米飯拜田頭。,proverb
Tsia̍h bô sann pé ìng-tshài,食無三把蕹菜，就欲上西天。,proverb
tō beh tsiūnn se-thian.,食無三把蕹菜，就欲上西天。,proverb
Tsia̍h tinn tsia̍h kiâm,食甜食鹹，臭跤鼻臁。,proverb
tshàu kha-phīnn-liâm.,食甜食鹹，臭跤鼻臁。,proverb
Tsia̍h tinn,食甜，憶著鹹。,proverb
it-tio̍h kiâm.,食甜，憶著鹹。,proverb
Tsia̍h tinn,食甜，著愛憶著鹹。,proverb
tio̍h-ài it-tio̍h kiâm.,食甜，著愛憶著鹹。,proverb
Tsia̍h uánn-lāi,食碗內，說碗外。,proverb
sueh uánn-guā.,食碗內，說碗外。,proverb
Tsia̍h bí m̄ tsai bí kè.,食米毋知米價。,proverb
Tsia̍h-kín lòng-phuà uánn.,食緊挵破碗。,proverb
Tsia̍h-lāu gín-á-sìng.,食老囡仔性。,proverb
Tsia̍h tio̍h io̍h,食著藥，青草一葉；食毋著藥，人參一石。,proverb
jîn-sim tsi̍t tsio̍h.,食著藥，青草一葉；食毋著藥，人參一石。,proverb
tshenn-tsháu tsi̍t hio̍h; tsia̍h m̄-tio̍h io̍h,食著藥，青草一葉；食毋著藥，人參一石。,proverb
Tsia̍h tio̍h io̍h,食著藥，青草一葉；食毋著藥，像捾水沃石。,proverb
tshenn-tsháu tsi̍t hio̍h; tsia̍h m̄-tio̍h io̍h,食著藥，青草一葉；食毋著藥，像捾水沃石。,proverb
tshiūnn kuānn tsuí ak tsio̍h.,食著藥，青草一葉；食毋著藥，像捾水沃石。,proverb
Tsia̍h tio̍h io̍h,食著藥，青草一葉；食毋著藥，廳邊睏草蓆。,proverb
thiann-pinn khùn tsháu-tshio̍h.,食著藥，青草一葉；食毋著藥，廳邊睏草蓆。,proverb
tshenn-tsháu tsi̍t hio̍h; tsia̍h m̄-tio̍h io̍h,食著藥，青草一葉；食毋著藥，廳邊睏草蓆。,proverb
Tsia̍h ke,食雞，會起家；食鰇魚，生囡仔好育飼。,proverb
senn gín-á hó io-tshī.,食雞，會起家；食鰇魚，生囡仔好育飼。,proverb
