hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
牛奶泡,gû-ni-phàu,16,gû-ni-phàu,gu5ni1phau3,gu5ni1phau3,guniphau,guniphau,gnp,gnp
牛奶膏,gû-ling-ko,16,gû-leng-ko,gu5ling1ko1,gu5leng1ko1,gulingko,gulengko,glk,glk
牛奶膏,gû-ni-ko,16,gû-ni-ko,gu5ni1ko1,gu5ni1ko1,guniko,guniko,gnk,gnk
牛奶酥,gû-ling-soo,16,gû-leng-so͘,gu5ling1soo1,gu5leng1soo1,gulingsoo,gulengsoo,gls,gls
牛奶酥,gû-ni-soo,16,gû-ni-so͘,gu5ni1soo1,gu5ni1soo1,gunisoo,gunisoo,gns,gns
牛奶霜,gû-ling-song,16,gû-leng-song,gu5ling1song1,gu5leng1song1,gulingsong,gulengsong,gls,gls
牛奶霜,gû-ni-song,16,gû-ni-song,gu5ni1song1,gu5ni1song1,gunisong,gunisong,gns,gns
牛腱子,gû kiàn-tsí,16,gû kiàn-chí,gu5kian3tsi2,gu5kian3chi2,gukiantsi,gukianchi,gkt,gkc
牛角麭,gû-kak-pháng,16,gû-kak-pháng,gu5kak4phang2,gu5kak4phang2,gukakphang,gukakphang,gkp,gkp
牛頭狗,gû-thâu-káu,16,gû-thâu-káu,gu5thau5kau2,gu5thau5kau2,guthaukau,guthaukau,gtk,gtk
物聯網,bu̍t-liân-bāng,16,bu̍t-liân-bāng,but8lian5bang7,but8lian5bang7,butlianbang,butlianbang,blb,blb
猛打賞,bíng-tánn-siúnn,16,béng-táⁿ-siúⁿ,bing2tann2siunn2,beng2tann2siunn2,bingtannsiunn,bengtannsiunn,bts,bts
猴頭果,kâu-thâu-kó,16,kâu-thâu-kó,kau5thau5ko2,kau5thau5ko2,kauthauko,kauthauko,ktk,ktk
獅仔狗,sai-á-káu,16,sai-á-káu,sai1a2kau2,sai1a2kau2,saiakau,saiakau,sak,sak
瑞士捲,suī-sū-kńg,16,sūi-sū-kńg,sui7su7kng2,sui7su7kng2,suisukng,suisukng,ssk,ssk
瑞樂沙,suī-lo̍k-sua,16,sūi-lo̍k-soa,sui7lok8sua1,sui7lok8soa1,suiloksua,suiloksoa,sls,sls
瑪德蓮,má-tik-liân,16,má-tek-liân,ma2tik4lian5,ma2tek4lian5,matiklian,mateklian,mtl,mtl
甕底油,àng-té-iû,16,àng-té-iû,ang3te2iu5,ang3te2iu5,angteiu,angteiu,ati,ati
甜箍仔,tinn-khoo-á,16,tiⁿ-kho͘-á,tinn1khoo1a2,tinn1khoo1a2,tinnkhooa,tinnkhooa,tka,tka
甜薟醬,tinn-hiam-tsiùnn,16,tiⁿ-hiam-chiùⁿ,tinn1hiam1tsiunn3,tinn1hiam1chiunn3,tinnhiamtsiunn,tinnhiamchiunn,tht,thc
甜蜜點,tinn-bi̍t-tiám,16,tiⁿ-bi̍t-tiám,tinn1bit8tiam2,tinn1bit8tiam2,tinnbittiam,tinnbittiam,tbt,tbt
生成式,sing-sîng-sik,16,seng-sêng-sek,sing1sing5sik4,seng1seng5sek4,singsingsik,sengsengsek,sss,sss
生湠地,senn-thuànn-tē,16,seⁿ-thòaⁿ-tē,senn1thuann3te7,senn1thoann3te7,sennthuannte,sennthoannte,stt,stt
生湠地,sinn-thuànn-tuē,16,siⁿ-thòaⁿ-tōe,sinn1thuann3tue7,sinn1thoann3toe7,sinnthuanntue,sinnthoanntoe,stt,stt
界內球,kài-lāi-kiû,16,kài-lāi-kiû,kai3lai7kiu5,kai3lai7kiu5,kailaikiu,kailaikiu,klk,klk
界外球,kài-guā-kiû,16,kài-gōa-kiû,kai3gua7kiu5,kai3goa7kiu5,kaiguakiu,kaigoakiu,kgk,kgk
番薯球,han-tsî-kiû,16,han-chî-kiû,han1tsi5kiu5,han1chi5kiu5,hantsikiu,hanchikiu,htk,hck
番薯球,han-tsû-kiû,16,han-chû-kiû,han1tsu5kiu5,han1chu5kiu5,hantsukiu,hanchukiu,htk,hck
番麥枝,huan-be̍h-ki,16,hoan-be̍h-ki,huan1beh8ki1,hoan1beh8ki1,huanbehki,hoanbehki,hbk,hbk
畫圖板,uē-tôo-pán,16,ōe-tô͘-pán,ue7too5pan2,oe7too5pan2,uetoopan,oetoopan,utp,otp
畫圖板,uī-tôo-pán,16,ūi-tô͘-pán,ui7too5pan2,ui7too5pan2,uitoopan,uitoopan,utp,utp
畫鼻影,uē-phīnn-iánn,16,ōe-phīⁿ-iáⁿ,ue7phinn7iann2,oe7phinn7iann2,uephinniann,oephinniann,upi,opi
痟牛症,siáu-gû-tsìng,16,siáu-gû-chèng,siau2gu5tsing3,siau2gu5cheng3,siaugutsing,siaugucheng,sgt,sgc
痟狗病,siáu-káu-pēnn,16,siáu-káu-pēⁿ,siau2kau2penn7,siau2kau2penn7,siaukaupenn,siaukaupenn,skp,skp
痟狗病,siáu-káu-pīnn,16,siáu-káu-pīⁿ,siau2kau2pinn7,siau2kau2pinn7,siaukaupinn,siaukaupinn,skp,skp
痟鹿症,siáu-lo̍k-tsìng,16,siáu-lo̍k-chèng,siau2lok8tsing3,siau2lok8cheng3,siauloktsing,siaulokcheng,slt,slc
發球權,huat-kiû-khuân,16,hoat-kiû-khoân,huat4kiu5khuan5,hoat4kiu5khoan5,huatkiukhuan,hoatkiukhoan,hkk,hkk
發球權,huat-kiû-kuân,16,hoat-kiû-koân,huat4kiu5kuan5,hoat4kiu5koan5,huatkiukuan,hoatkiukoan,hkk,hkk
益生菌,ik-sing-khún,16,ek-seng-khún,ik4sing1khun2,ek4seng1khun2,iksingkhun,eksengkhun,isk,esk
盜本壘,tō-pún-luí,16,tō-pún-lúi,to7pun2lui2,to7pun2lui2,topunlui,topunlui,tpl,tpl
監視器,kàm-sī-khì,16,kàm-sī-khì,kam3si7khi3,kam3si7khi3,kamsikhi,kamsikhi,ksk,ksk
目墘線,ba̍k-kînn-suànn,16,ba̍k-kîⁿ-sòaⁿ,bak8kinn5suann3,bak8kinn5soann3,bakkinnsuann,bakkinnsoann,bks,bks
目尾痕,ba̍k-bué-hûn,16,ba̍k-bóe-hûn,bak8bue2hun5,bak8boe2hun5,bakbuehun,bakboehun,bbh,bbh
目尾痕,ba̍k-bé-hûn,16,ba̍k-bé-hûn,bak8be2hun5,bak8be2hun5,bakbehun,bakbehun,bbh,bbh
目屎溝,ba̍k-sái-kau,16,ba̍k-sái-kau,bak8sai2kau1,bak8sai2kau1,baksaikau,baksaikau,bsk,bsk
目彩盤,ba̍k-tshái-puânn,16,ba̍k-chhái-pôaⁿ,bak8tshai2puann5,bak8chhai2poann5,baktshaipuann,bakchhaipoann,btp,bcp
目彩筅,ba̍k-tshái-tshíng,16,ba̍k-chhái-chhéng,bak8tshai2tshing2,bak8chhai2chheng2,baktshaitshing,bakchhaichheng,btt,bcc
目眉筅,ba̍k-bâi-tshíng,16,ba̍k-bâi-chhéng,bak8bai5tshing2,bak8bai5chheng2,bakbaitshing,bakbaichheng,bbt,bbc
目眉筆,ba̍k-bâi-pit,16,ba̍k-bâi-pit,bak8bai5pit4,bak8bai5pit4,bakbaipit,bakbaipit,bbp,bbp
目眉粉,ba̍k-bâi-hún,16,ba̍k-bâi-hún,bak8bai5hun2,bak8bai5hun2,bakbaihun,bakbaihun,bbh,bbh
目眉膠,ba̍k-bâi-ka,16,ba̍k-bâi-ka,bak8bai5ka1,bak8bai5ka1,bakbaika,bakbaika,bbk,bbk
目睭頭,ba̍k-tsiu-thâu,16,ba̍k-chiu-thâu,bak8tsiu1thau5,bak8chiu1thau5,baktsiuthau,bakchiuthau,btt,bct
直排輪,ti̍t-pâi-lián,16,ti̍t-pâi-lián,tit8pai5lian2,tit8pai5lian2,titpailian,titpailian,tpl,tpl
直的,ti̍t--ê,16,ti̍t--ê,tit8e5,tit8e5,tite,tite,te,te
真假值,tsin-ké-ta̍t,16,chin-ké-ta̍t,tsin1ke2tat8,chin1ke2tat8,tsinketat,chinketat,tkt,ckt
眼影盤,gán-iánn-puânn,16,gán-iáⁿ-pôaⁿ,gan2iann2puann5,gan2iann2poann5,ganiannpuann,ganiannpoann,gip,gip
眼影筅,gán-iánn-tshíng,16,gán-iáⁿ-chhéng,gan2iann2tshing2,gan2iann2chheng2,ganianntshing,ganiannchheng,git,gic
碳跤跡,thuànn-kha-jiah,16,thòaⁿ-kha-jiah,thuann3kha1jiah4,thoann3kha1jiah4,thuannkhajiah,thoannkhajiah,tkj,tkj
碳跤跡,thuànn-kha-liah,16,thòaⁿ-kha-liah,thuann3kha1liah4,thoann3kha1liah4,thuannkhaliah,thoannkhaliah,tkl,tkl
確認框,khak-jīn-khing,16,khak-jīn-kheng,khak4jin7khing1,khak4jin7kheng1,khakjinkhing,khakjinkheng,kjk,kjk
確認框,khak-līn-khing,16,khak-līn-kheng,khak4lin7khing1,khak4lin7kheng1,khaklinkhing,khaklinkheng,klk,klk
神波刀,sîn-pho-to,16,sîn-pho-to,sin5pho1to1,sin5pho1to1,sinphoto,sinphoto,spt,spt
禽流感,khîm-liû-kám,16,khîm-liû-kám,khim5liu5kam2,khim5liu5kam2,khimliukam,khimliukam,klk,klk
禽鳥類,khîm-tsiáu-luī,16,khîm-chiáu-lūi,khim5tsiau2lui7,khim5chiau2lui7,khimtsiaului,khimchiaului,ktl,kcl
秋田狗,tshiu-tiân-káu,16,chhiu-tiân-káu,tshiu1tian5kau2,chhiu1tian5kau2,tshiutiankau,chhiutiankau,ttk,ctk
穆斯林,bo̍k-su-lîm,16,bo̍k-su-lîm,bok8su1lim5,bok8su1lim5,boksulim,boksulim,bsl,bsl
積分賽,tsik-hun sài,16,chek-hun sài,tsik4hun1sai3,chek4hun1sai3,tsikhunsai,chekhunsai,ths,chs
空心球,khang-sim-kiû,16,khang-sim-kiû,khang1sim1kiu5,khang1sim1kiu5,khangsimkiu,khangsimkiu,ksk,ksk
空心磚,khang-sim-tsng,16,khang-sim-chng,khang1sim1tsng1,khang1sim1chng1,khangsimtsng,khangsimchng,kst,ksc
空手道,khang-tshiú-tō,16,khang-chhiú-tō,khang1tshiu2to7,khang1chhiu2to7,khangtshiuto,khangchhiuto,ktt,kct
窯烘麭,iô-hang-pháng,16,iô-hang-pháng,io5hang1phang2,io5hang1phang2,iohangphang,iohangphang,ihp,ihp
米割包,bí-kuah-pau,16,bí-koah-pau,bi2kuah4pau1,bi2koah4pau1,bikuahpau,bikoahpau,bkp,bkp
米格魯,bí-gū-luh,16,bí-gū-luh,bi2gu7luh4,bi2gu7luh4,biguluh,biguluh,bgl,bgl
粉刺鋏,hún-tshì-giap,16,hún-chhì-giap,hun2tshi3giap4,hun2chhi3giap4,huntshigiap,hunchhigiap,htg,hcg
粉尾筅,hún-bué-tshíng,16,hún-bóe-chhéng,hun2bue2tshing2,hun2boe2chheng2,hunbuetshing,hunboechheng,hbt,hbc
粉尾筅,hún-bé-tshíng,16,hún-bé-chhéng,hun2be2tshing2,hun2be2chheng2,hunbetshing,hunbechheng,hbt,hbc
粉底液,hún-té-i̍k,16,hún-té-e̍k,hun2te2ik8,hun2te2ek8,hunteik,hunteek,hti,hte
粉底筅,hún-tué-tshíng,16,hún-tóe-chhéng,hun2tue2tshing2,hun2toe2chheng2,huntuetshing,huntoechheng,htt,htc
粉底筅,hún-té-tshíng,16,hún-té-chhéng,hun2te2tshing2,hun2te2chheng2,huntetshing,huntechheng,htt,htc
粉拭仔,hún-tshit-á,16,hún-chhit-á,hun2tshit4a2,hun2chhit4a2,huntshita,hunchhita,hta,hca
粉撲仔,hún-phok-á,16,hún-phok-á,hun2phok4a2,hun2phok4a2,hunphoka,hunphoka,hpa,hpa
粉紅醬,hún-âng-tsiùnn,16,hún-âng-chiùⁿ,hun2ang5tsiunn3,hun2ang5chiunn3,hunangtsiunn,hunangchiunn,hat,hac
粑粑絲,pa-pa-si,16,pa-pa-si,pa1pa1si1,pa1pa1si1,papasi,papasi,pps,pps
精華帶,tsing-huâ-tuà,16,cheng-hôa-tòa,tsing1hua5tua3,cheng1hoa5toa3,tsinghuatua,chenghoatoa,tht,cht
精華液,tsing-huâ-i̍k,16,cheng-hôa-e̍k,tsing1hua5ik8,cheng1hoa5ek8,tsinghuaik,chenghoaek,thi,che
糖餡餅,thn̂g-ānn-piánn,16,thn̂g-āⁿ-piáⁿ,thng5ann7piann2,thng5ann7piann2,thngannpiann,thngannpiann,tap,tap
紅貴賓,âng-kuì-pin,16,âng-kùi-pin,ang5kui3pin1,ang5kui3pin1,angkuipin,angkuipin,akp,akp
紐結糖,niú-kat-thn̂g,16,niú-kat-thn̂g,niu2kat4thng5,niu2kat4thng5,niukatthng,niukatthng,nkt,nkt
素顏霜,sòo-gân-song,16,sò͘-gân-song,soo3gan5song1,soo3gan5song1,soogansong,soogansong,sgs,sgs
終端機,tsiong-tuan-ki,16,chiong-toan-ki,tsiong1tuan1ki1,chiong1toan1ki1,tsiongtuanki,chiongtoanki,ttk,ctk
終結者,tsiong-kiat-tsiá,16,chiong-kiat-chiá,tsiong1kiat4tsia2,chiong1kiat4chia2,tsiongkiattsia,chiongkiatchia,tkt,ckc
組合齒,tsoo-ha̍p-khí,16,cho͘-ha̍p-khí,tsoo1hap8khi2,choo1hap8khi2,tsoohapkhi,choohapkhi,thk,chk
綠奶茶,li̍k-ling-tê,16,le̍k-leng-tê,lik8ling1te5,lek8leng1te5,liklingte,leklengte,llt,llt
綠奶茶,li̍k-ni-tê,16,le̍k-ni-tê,lik8ni1te5,lek8ni1te5,liknite,leknite,lnt,lnt
網仔瓜,bāng-á-kue,16,bāng-á-koe,bang7a2kue1,bang7a2koe1,bangakue,bangakoe,bak,bak
網仔篩,bāng-á-thai,16,bāng-á-thai,bang7a2thai1,bang7a2thai1,bangathai,bangathai,bat,bat
緊的,kín--ê,16,kín--ê,kin2e5,kin2e5,kine,kine,ke,ke
練習生,liān-si̍p-sing,16,liān-si̍p-seng,lian7sip8sing1,lian7sip8seng1,liansipsing,liansipseng,lss,lss
總教練,tsóng-kàu-liān,16,chóng-kàu-liān,tsong2kau3lian7,chong2kau3lian7,tsongkaulian,chongkaulian,tkl,ckl
羅宋湯,lô-sòng-thng,16,lô-sòng-thng,lo5song3thng1,lo5song3thng1,losongthng,losongthng,lst,lst
羅素狗,lô-sòo-káu,16,lô-sò͘-káu,lo5soo3kau2,lo5soo3kau2,losookau,losookau,lsk,lsk
羊駱駝,iûnn-lo̍k-tô,16,iûⁿ-lo̍k-tô,iunn5lok8to5,iunn5lok8to5,iunnlokto,iunnlokto,ilt,ilt
羌仔虎,kiunn-á-hóo,16,kiuⁿ-á-hó͘,kiunn1a2hoo2,kiunn1a2hoo2,kiunnahoo,kiunnahoo,kah,kah
美妝卵,bí-tsong-nn̄g,16,bí-chong-nn̄g,bi2tsong1nng7,bi2chong1nng7,bitsongnng,bichongnng,btn,bcn
羽絨衫,ú-jiông-sann,16,ú-jiông-saⁿ,u2jiong5sann1,u2jiong5sann1,ujiongsann,ujiongsann,ujs,ujs
羽絨衫,ú-liông-sann,16,ú-liông-saⁿ,u2liong5sann1,u2liong5sann1,uliongsann,uliongsann,uls,uls
翕貼機,hip-tah-ki,16,hip-tah-ki,hip4tah4ki1,hip4tah4ki1,hiptahki,hiptahki,htk,htk
翕隨有,hip-suî-ū,16,hip-sûi-ū,hip4sui5u7,hip4sui5u7,hipsuiu,hipsuiu,hsu,hsu
考古題,khó-kóo-tê,16,khó-kó͘-tê,kho2koo2te5,kho2koo2te5,khokoote,khokoote,kkt,kkt
耐力賽,nāi-li̍k-sài,16,nāi-le̍k-sài,nai7lik8sai3,nai7lek8sai3,nailiksai,naileksai,nls,nls
耳機空,hī-ki-khang,16,hī-ki-khang,hi7ki1khang1,hi7ki1khang1,hikikhang,hikikhang,hkk,hkk
耳機空,hīnn-ki-khang,16,hīⁿ-ki-khang,hinn7ki1khang1,hinn7ki1khang1,hinnkikhang,hinnkikhang,hkk,hkk
聯合國,liân-ha̍p-kok,16,liân-ha̍p-kok,lian5hap8kok4,lian5hap8kok4,lianhapkok,lianhapkok,lhk,lhk
肉桂捲,jio̍k-kuì-kńg,16,jio̍k-kùi-kńg,jiok8kui3kng2,jiok8kui3kng2,jiokkuikng,jiokkuikng,jkk,jkk
肉桂捲,lio̍k-kuì-kńg,16,lio̍k-kùi-kńg,liok8kui3kng2,liok8kui3kng2,liokkuikng,liokkuikng,lkk,lkk
肌少症,ki-tsió-tsìng,16,ki-chió-chèng,ki1tsio2tsing3,ki1chio2cheng3,kitsiotsing,kichiocheng,ktt,kcc
肌耐力,ki-nāi-li̍k,16,ki-nāi-le̍k,ki1nai7lik8,ki1nai7lek8,kinailik,kinailek,knl,knl
肚臍丁,tōo-tsâi-ting,16,tō͘-châi-teng,too7tsai5ting1,too7chai5teng1,tootsaiting,toochaiteng,ttt,tct
肥身症,puî-sin-tsìng,16,pûi-sin-chèng,pui5sin1tsing3,pui5sin1cheng3,puisintsing,puisincheng,pst,psc
胭脂筆,ian-tsi-pit,16,ian-chi-pit,ian1tsi1pit4,ian1chi1pit4,iantsipit,ianchipit,itp,icp
胸坎捒,hing-khám-sak,16,heng-khám-sak,hing1kham2sak4,heng1kham2sak4,hingkhamsak,hengkhamsak,hks,hks
能耗比,lîng-hònn-pí,16,lêng-hòⁿ-pí,ling5honn3pi2,leng5honn3pi2,linghonnpi,lenghonnpi,lhp,lhp
脈衝光,me̍h-tshiong-kng,16,me̍h-chhiong-kng,meh8tshiong1kng1,meh8chhiong1kng1,mehtshiongkng,mehchhiongkng,mtk,mck
脣線筆,tûn-suànn-pit,16,tûn-sòaⁿ-pit,tun5suann3pit4,tun5soann3pit4,tunsuannpit,tunsoannpit,tsp,tsp
膨獅狗,phòng-sai-káu,16,phòng-sai-káu,phong3sai1kau2,phong3sai1kau2,phongsaikau,phongsaikau,psk,psk
膨粉筅,phòng-hún tshíng,16,phòng-hún chhéng,phong3hun2tshing2,phong3hun2chheng2,phonghuntshing,phonghunchheng,pht,phc
膨粉餅,phòng-hún-piánn,16,phòng-hún-piáⁿ,phong3hun2piann2,phong3hun2piann2,phonghunpiann,phonghunpiann,php,php
膽固醇,tánn-kòo-sûn,16,táⁿ-kò͘-sûn,tann2koo3sun5,tann2koo3sun5,tannkoosun,tannkoosun,tks,tks
自由跤,tsū-iû-kha,16,chū-iû-kha,tsu7iu5kha1,chu7iu5kha1,tsuiukha,chuiukha,tik,cik
自由車,tsū-iû-tshia,16,chū-iû-chhia,tsu7iu5tshia1,chu7iu5chhia1,tsuiutshia,chuiuchhia,tit,cic
自責分,tsū-tsik-hun,16,chū-chek-hun,tsu7tsik4hun1,chu7chek4hun1,tsutsikhun,chuchekhun,tth,cch
自閉症,tsū-pì-tsìng,16,chū-pì-chèng,tsu7pi3tsing3,chu7pi3cheng3,tsupitsing,chupicheng,tpt,cpc
臭殕茶,tshàu-phú-tê,16,chhàu-phú-tê,tshau3phu2te5,chhau3phu2te5,tshauphute,chhauphute,tpt,cpt
舍利子,sià-lī-tsú,16,sià-lī-chú,sia3li7tsu2,sia3li7chu2,sialitsu,sialichu,slt,slc
舒芙蕾,su-hu-lé,16,su-hu-lé,su1hu1le2,su1hu1le2,suhule,suhule,shl,shl
芥藍仔,kè-nâ-á,16,kè-nâ-á,ke3na5a2,ke3na5a2,kenaa,kenaa,kna,kna
芥藍仔,kè-nê-á,16,kè-nê-á,ke3ne5a2,ke3ne5a2,kenea,kenea,kna,kna
芬多精,hun-to-tsing,16,hun-to-cheng,hun1to1tsing1,hun1to1cheng1,huntotsing,huntocheng,htt,htc
茯苓糕,ho̍k-lîng-ko,16,ho̍k-lêng-ko,hok8ling5ko1,hok8leng5ko1,hoklingko,hoklengko,hlk,hlk
茶米卵,tê-bí-nn̄g,16,tê-bí-nn̄g,te5bi2nng7,te5bi2nng7,tebinng,tebinng,tbn,tbn
草橄仔,tshó-kan-á,16,chhó-kan-á,tsho2kan1a2,chho2kan1a2,tshokana,chhokana,tka,cka
草莓醬,tsháu-m̂-tsiùnn,16,chháu-m̂-chiùⁿ,tshau2m5tsiunn3,chhau2m5chiunn3,tshaumtsiunn,chhaumchiunn,tmt,cmc
莫德納,moo-té-nah,16,mo͘-té-nah,moo1te2nah4,moo1te2nah4,mootenah,mootenah,mtn,mtn
莫斯科,bo̍k-su-kho,16,bo̍k-su-kho,bok8su1kho1,bok8su1kho1,boksukho,boksukho,bsk,bsk
菇類湯,koo-luī-thng,16,ko͘-lūi-thng,koo1lui7thng1,koo1lui7thng1,kooluithng,kooluithng,klt,klt
菇類醬,koo-luī-tsiùnn,16,ko͘-lūi-chiùⁿ,koo1lui7tsiunn3,koo1lui7chiunn3,kooluitsiunn,kooluichiunn,klt,klc
菇類麵,koo-luī-mī,16,ko͘-lūi-mī,koo1lui7mi7,koo1lui7mi7,kooluimi,kooluimi,klm,klm
落崎賽,lo̍h-kiā-sài,16,lo̍h-kiā-sài,loh8kia7sai3,loh8kia7sai3,lohkiasai,lohkiasai,lks,lks
葉黃素,ia̍p-hông-sòo,16,ia̍p-hông-sò͘,iap8hong5soo3,iap8hong5soo3,iaphongsoo,iaphongsoo,ihs,ihs
著球點,tio̍h-kiû-tiám,16,tio̍h-kiû-tiám,tioh8kiu5tiam2,tioh8kiu5tiam2,tiohkiutiam,tiohkiutiam,tkt,tkt
蒙古巡,bông-kóo-sûn,16,bông-kó͘-sûn,bong5koo2sun5,bong5koo2sun5,bongkoosun,bongkoosun,bks,bks
蓄水池,thiok-tsuí-tî,16,thiok-chúi-tî,thiok4tsui2ti5,thiok4chui2ti5,thioktsuiti,thiokchuiti,ttt,tct
蓄水率,thiok-tsuí-lu̍t,16,thiok-chúi-lu̍t,thiok4tsui2lut8,thiok4chui2lut8,thioktsuilut,thiokchuilut,ttl,tcl
蓄水量,thiok-tsuí-liōng,16,thiok-chúi-liōng,thiok4tsui2liong7,thiok4chui2liong7,thioktsuiliong,thiokchuiliong,ttl,tcl
蓮苞頭,liân-pau-thâu,16,liân-pau-thâu,lian5pau1thau5,lian5pau1thau5,lianpauthau,lianpauthau,lpt,lpt
薄 tshì-sìr,po̍h tshì-sìr,16,po̍h chhì-sìr,poh8tshi3sir3,poh8chhi3sir3,pohtshisir,pohchhisir,pts,pcs
薄 tshì-sù,po̍h tshì-sù,16,po̍h chhì-sù,poh8tshi3su3,poh8chhi3su3,pohtshisu,pohchhisu,pts,pcs
薄喙脣,po̍h tshuì-tûn,16,po̍h chhùi-tûn,poh8tshui3tun5,poh8chhui3tun5,pohtshuitun,pohchhuitun,ptt,pct
薰衫草,hun-sann-tsháu,16,hun-saⁿ-chháu,hun1sann1tshau2,hun1sann1chhau2,hunsanntshau,hunsannchhau,hst,hsc
藏水艦,tshàng-tsuí-lām,16,chhàng-chúi-lām,tshang3tsui2lam7,chhang3chui2lam7,tshangtsuilam,chhangchuilam,ttl,ccl
蘋果光,phōng-kó-kng,16,phōng-kó-kng,phong7ko2kng1,phong7ko2kng1,phongkokng,phongkokng,pkk,pkk
蘋果派,phōng-kó-phài,16,phōng-kó-phài,phong7ko2phai3,phong7ko2phai3,phongkophai,phongkophai,pkp,pkp
蘋果肌,phōng-kó-ki,16,phōng-kó-ki,phong7ko2ki1,phong7ko2ki1,phongkoki,phongkoki,pkk,pkk
處理器,tshú-lí-khì,16,chhú-lí-khì,tshu2li2khi3,chhu2li2khi3,tshulikhi,chhulikhi,tlk,clk
蝴蝶球,ôo-tia̍p-kiû,16,ô͘-tia̍p-kiû,oo5tiap8kiu5,oo5tiap8kiu5,ootiapkiu,ootiapkiu,otk,otk
蝶仔䘼,ia̍h-á-ńg,16,ia̍h-á-ńg,iah8a2ng2,iah8a2ng2,iahang,iahang,ian,ian
蝶仔泅,ia̍h-á-siû,16,ia̍h-á-siû,iah8a2siu5,iah8a2siu5,iahasiu,iahasiu,ias,ias
蝶仔球,ia̍h-á-kiû,16,ia̍h-á-kiû,iah8a2kiu5,iah8a2kiu5,iahakiu,iahakiu,iak,iak
螺絲球,lôo-si-kiû,16,lô͘-si-kiû,loo5si1kiu5,loo5si1kiu5,loosikiu,loosikiu,lsk,lsk
螺螄粉,lê-sai-hún,16,lê-sai-hún,le5sai1hun2,le5sai1hun2,lesaihun,lesaihun,lsh,lsh
蟳仔球,tsîm-á-kiû,16,chîm-á-kiû,tsim5a2kiu5,chim5a2kiu5,tsimakiu,chimakiu,tak,cak
蠓仔電,báng-á-tiān,16,báng-á-tiān,bang2a2tian7,bang2a2tian7,bangatian,bangatian,bat,bat
衝懸球,tshìng-kuân-kiû,16,chhèng-koân-kiû,tshing3kuan5kiu5,chheng3koan5kiu5,tshingkuankiu,chhengkoankiu,tkk,ckk
衝鋒銃,tshiong-hong-tshìng,16,chhiong-hong-chhèng,tshiong1hong1tshing3,chhiong1hong1chheng3,tshionghongtshing,chhionghongchheng,tht,chc
被安打,pī an-tánn,16,pī an-táⁿ,pi7an1tann2,pi7an1tann2,piantann,piantann,pat,pat
複合弓,ho̍k-ha̍p king,16,ho̍k-ha̍p keng,hok8hap8king1,hok8hap8keng1,hokhapking,hokhapkeng,hhk,hhk
西施狗,se-si-káu,16,se-si-káu,se1si1kau2,se1si1kau2,sesikau,sesikau,ssk,ssk
西洋棋,se-iûnn-kî,16,se-iûⁿ-kî,se1iunn5ki5,se1iunn5ki5,seiunnki,seiunnki,sik,sik
視神經,sī-sîn-king,16,sī-sîn-keng,si7sin5king1,si7sin5keng1,sisinking,sisinkeng,ssk,ssk
視網膜,sī-bāng-mo̍oh,16,sī-bāng-mo̍͘h,si7bang7mooh8,si7bang7mooh8,sibangmooh,sibangmooh,sbm,sbm
解析度,kái-sik-tōo,16,kái-sek-tō͘,kai2sik4too7,kai2sek4too7,kaisiktoo,kaisektoo,kst,kst
觸控板,tshiok-khòng-pán,16,chhiok-khòng-pán,tshiok4khong3pan2,chhiok4khong3pan2,tshiokkhongpan,chhiokkhongpan,tkp,ckp
觸身球,tshiok-sin-kiû,16,chhiok-sin-kiû,tshiok4sin1kiu5,chhiok4sin1kiu5,tshioksinkiu,chhioksinkiu,tsk,csk
訂閱制,tīng-ua̍t-tsè,16,tēng-oa̍t-chè,ting7uat8tse3,teng7oat8che3,tinguattse,tengoatche,tut,toc
討論區,thó-lūn-khu,16,thó-lūn-khu,tho2lun7khu1,tho2lun7khu1,tholunkhu,tholunkhu,tlk,tlk
記憶體,kì-ik-thé,16,kì-ek-thé,ki3ik4the2,ki3ek4the2,kiikthe,kiekthe,kit,ket
記錄員,kì-lo̍k-uân,16,kì-lo̍k-oân,ki3lok8uan5,ki3lok8oan5,kilokuan,kilokoan,klu,klo
記錄檔,kì-lio̍k-tòng,16,kì-lio̍k-tòng,ki3liok8tong3,ki3liok8tong3,kilioktong,kilioktong,klt,klt
記錄檔,kì-lo̍k-tóng,16,kì-lo̍k-tóng,ki3lok8tong2,ki3lok8tong2,kiloktong,kiloktong,klt,klt
調味料,tiâu-bī-liāu,16,tiâu-bī-liāu,tiau5bi7liau7,tiau5bi7liau7,tiaubiliau,tiaubiliau,tbl,tbl
調理棒,tiâu-lí-pāng,16,tiâu-lí-pāng,tiau5li2pang7,tiau5li2pang7,tiaulipang,tiaulipang,tlp,tlp
護手霜,hōo-tshiú-song,16,hō͘-chhiú-song,hoo7tshiu2song1,hoo7chhiu2song1,hootshiusong,hoochhiusong,hts,hcs
護脣膏,hōo-tûn-ko,16,hō͘-tûn-ko,hoo7tun5ko1,hoo7tun5ko1,hootunko,hootunko,htk,htk
讀卡機,tha̍k-khah-ki,16,tha̍k-khah-ki,thak8khah4ki1,thak8khah4ki1,thakkhahki,thakkhahki,tkk,tkk
